prey_taxon,prey_stage,prey_kingdom,prey_class,prey_order,prey_family,prey_species,prey_taxon_cleaned,prey_phylum,prey_superclass,prey_subclass,prey_subphylum,prey_type,prey_origin
other aquatic,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unidentified,aquatic
other annelids,unknown,Animalia,NA,NA,NA,NA,NA,Annelida,NA,NA,NA,NA,aquatic or terrestrial
other algae,unknown,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
other 38,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,aquatic or terrestrial
other 32,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,aquatic or terrestrial
Other  Trichoptera,larvae,Animalia,Insecta,Aquifoliales,NA,NA,Trichoptera,NA,NA,NA,NA,NA,aquatic or terrestrial
Other  Ephemeroptera,larvae,Animalia,Insecta,Ephemeroptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
Other  Diptera,larvae,Animalia,Insecta,Aquifoliales,NA,NA,Diptera,NA,NA,NA,NA,NA,aquatic or terrestrial
Other,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,aquatic or terrestrial
other,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,aquatic or terrestrial
ostracods,unknown,Animalia,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
ostracoda,unknown,Metazoa,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
Ostracoda,unknown,Animalia,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
ostracod,unknown,Animalia,Ostracoda,NA,NA,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
osteichthyes fry,juvenile,Animalia,Actinopterygii,NA,NA,NA,NA,Chordata,NA,NA,NA,NA,aquatic
osteichthyes eggs,eggs,Animalia,Actinopterygii,NA,NA,NA,NA,Chordata,NA,NA,NA,NA,aquatic
osteichthyes,unknown,Animalia,Actinopterygii,NA,NA,NA,NA,Chordata,NA,NA,NA,NA,aquatic
oscillatoriaceae,unknown,Bacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,NA,NA,Cyanobacteria,NA,NA,NA,NA,aquatic
oscillatoria_thin,unknown,Bacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
oscillatoria_thick,unknown,Metazoa,Branchiopoda,Diplostraca,Sididae,Diaphanosoma mongolianum,NA,Arthropoda,NA,NA,NA,NA,aquatic
oscillatoria_sp_3,unknown,Bacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,NA,NA,Cyanobacteria,NA,NA,NA,NA,aquatic
oscillatoria_sp_2_3_2_<U+00B5>m_10_<U+00B5>m,unknown,Bacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,NA,NA,Cyanobacteria,NA,NA,NA,NA,aquatic
oscillatoria_sp_1_2_5_<U+00B5>m_5_<U+00B5>m,unknown,Bacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,NA,NA,Cyanobacteria,NA,NA,NA,NA,aquatic
oscillatoria spp,unknown,Bacteria,Cyanophyceae,Nostocales,Oscillatoriaceae,NA,NA,Cyanobacteria,NA,NA,NA,NA,aquatic
oscillatoria sp,unknown,Bacteria,Cyanophyceae,Nostocales,Oscillatoriaceae,NA,NA,Cyanobacteria,NA,NA,NA,NA,aquatic
oscillatoria,unknown,Bacteria,Cyanophyceae,Nostocales,Oscillatoriaceae,NA,NA,Cyanobacteria,NA,NA,NA,NA,aquatic
orthotrichia,unknown,Animalia,Insecta,Trichoptera,Hydroptilidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
orthoptera_adult,adults,Metazoa,Insecta,Orthoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
orthoptera,unknown,Metazoa,Insecta,Orthoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
Orthoptera,unknown,Animalia,Insecta,Orthoptera,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial
orthocladius sp,unknown,Animalia,Insecta,Diptera,Chironomidae,Orthocladius sp.,NA,Arthropoda,NA,NA,NA,NA,aquatic
orthocladius pupae_34,pupae,Animalia,Insecta,Diptera,Chironomidae,Orthocladius sp.,NA,Arthropoda,NA,NA,NA,NA,aquatic
orthocladius pupae_33,pupae,Animalia,Insecta,Diptera,Chironomidae,Orthocladius sp.,NA,Arthropoda,NA,NA,NA,NA,aquatic
orthocladius pupae,pupae,Animalia,Insecta,Diptera,Chironomidae,Orthocladius sp.,NA,Arthropoda,NA,NA,NA,NA,aquatic
orthocladius larvae,larvae,Animalia,Insecta,Diptera,Chironomidae,Orthocladius sp.,NA,Arthropoda,NA,NA,NA,NA,aquatic
orthocladius adult,adults,Animalia,Insecta,Diptera,Chironomidae,Orthocladius sp.,NA,Arthropoda,NA,NA,NA,NA,aquatic
orthocladius,unknown,Animalia,Insecta,Diptera,Chironomidae,Orthocladius sp.,NA,Arthropoda,NA,NA,NA,NA,aquatic
orthocladiinae n_det,unknown,Animalia,Insecta,Diptera,Chironomidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
orthocladiinae,unknown,Animalia,Insecta,Diptera,Chironomidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
orthinae,unknown,Animalia,Rhynchonellata,Orthida,Orthidae,NA,NA,Brachiopoda,NA,NA,NA,NA,aquatic
orsodacne atra,unknown,Animalia,Insecta,Coleoptera,Orsodacnidae,Orsodacne atra,NA,Arthropoda,NA,NA,NA,NA,terrestrial
Ormosia,unknown,Metazoa,Insecta,Ephemeroptera,Caenidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
oribatidae,unknown,Animalia,Arachnida,NA,Oribatidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
oribatei,unknown,Animalia,Arachnida,NA,Oribatidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
organic_matter_not_identified,unknown,NA,NA,NA,NA,Organic Lake virophage,NA,NA,NA,NA,NA,detritus,aquatic or terrestrial
organic_matter,unknown,NA,NA,NA,NA,Organic Lake virophage,NA,NA,NA,NA,NA,detritus,aquatic or terrestrial
organic_mat_undet,unknown,NA,NA,NA,NA,Organic Lake virophage,NA,NA,NA,NA,NA,detritus,aquatic or terrestrial
organic matter,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,detritus,aquatic or terrestrial
organic detritus,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,detritus,aquatic or terrestrial
organic debris,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,detritus,aquatic or terrestrial
oreochromis_niloticus,unknown,Metazoa,Actinopterygii,Cichliformes,Cichlidae,Oreochromis niloticus,NA,Chordata,NA,NA,NA,NA,aquatic
oreochromis niloticus_fry,juvenile,Animalia,Actinopterygii,Perciformes,Cichlidae,Oreochromis niloticus,NA,Chordata,NA,NA,NA,NA,aquatic
orechestiidae,unknown,Animalia,Malacostraca,Amphipoda,Orchestiidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
orbellia sp,unknown,Animalia,Insecta,Diptera,Heleomyzidae,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
opossum shrimp,unknown,Animalia,Malacostraca,Mysida,NA,NA,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
opiinae,unknown,Animalia,Insecta,Orthoptera,Proscopiidae,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
ophiocytiunz sp,unknown,Chromista,Xanthophyceae,Mischococcales,Ophiocytiaceae,NA,NA,Ochrophyta,NA,NA,NA,NA,aquatic
ophiocytium sp,unknown,Chromista,Xanthophyceae,Mischococcales,Ophiocytiaceae,NA,NA,Ochrophyta,NA,NA,NA,NA,aquatic
operculab,unknown,Animalia,Gastropoda,NA,NA,NA,NA,Mollusca,NA,NA,NA,NA,aquatic or terrestrial
oocystis,unknown,Plantae,Trebouxiophyceae,Oocystales,Oocystaceae,NA,NA,Chlorophyta,NA,NA,NA,NA,aquatic
ontscigaster wakefeldi,unknown,Animalia,Insecta,Ephemeroptera,Oniscigastridae,Oniscigaster wakefieldi,NA,Arthropoda,NA,NA,NA,NA,aquatic
onagraceae petioles_and_leaf_fragments,unknown,Plantae,Magnoliopsida,Myrtales,Onagraceae,NA,NA,Tracheophyta,NA,NA,NA,NA,terrestrial
olinga feredayi,unknown,Animalia,Insecta,Trichoptera,Conoesucidae,Olinga feredayi,NA,Arthropoda,NA,NA,NA,NA,aquatic
oligoneuriidae,unknown,Animalia,Insecta,Ephemeroptera,Oligoneuriidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
oligocheata,unknown,Animalia,Clitellata,NA,NA,NA,NA,Annelida,NA,Oligochaeta,NA,NA,aquatic or terrestrial
oligochaetes,unknown,Animalia,Clitellata,NA,NA,NA,NA,Annelida,NA,Oligochaeta,NA,NA,aquatic or terrestrial
oligochaetea,unknown,Animalia,Clitellata,NA,NA,NA,NA,Annelida,NA,Oligochaeta,NA,NA,aquatic or terrestrial
oligochaete,unknown,Animalia,Clitellata,NA,NA,NA,NA,Annelida,NA,Oligochaeta,NA,NA,aquatic or terrestrial
oligochaeta_setae,unknown,Metazoa,Clitellata,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
oligochaeta,unknown,Metazoa,Clitellata,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
Oligochaeta,unknown,Animalia,Clitellata,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
oligocha eta,unknown,Animalia,Clitellata,NA,NA,NA,NA,Annelida,NA,Oligochaeta,NA,NA,aquatic or terrestrial
oligocephalus exilis,unknown,Animalia,Actinopterygii,Perciformes,Percidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
oedogonium_sp,unknown,Viridiplantae,Chlorophyceae,Oedogoniales,Oedogoniaceae,NA,NA,Chlorophyta,NA,NA,NA,NA,aquatic
oedogonium sp,unknown,Plantae,Chlorophyceae,Oedogoniales,Oedogoniaceae,NA,NA,Chlorophyta,NA,NA,NA,NA,aquatic
oedogonium,unknown,Viridiplantae,Chlorophyceae,Nostocales,Calotrichaceae,NA,NA,NA,NA,NA,NA,NA,aquatic
odontoceridae larvae,larvae,Animalia,Insecta,Trichoptera,Odontoceridae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
odonate,unknown,Animalia,Insecta,Odonata,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
odonatans,unknown,Animalia,Insecta,Odonata,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
odonatan nymph,larvae,Animalia,Insecta,Odonata,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
odonata_nymphs,larvae,Metazoa,Insecta,Odonata,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
odonata_newt,larvae,Metazoa,Insecta,Odonata,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
odonata_larvae,larvae,Metazoa,Insecta,Odonata,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
odonata unidentified_53,unknown,Animalia,Insecta,Odonata,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
odonata unidentified_32,unknown,Animalia,Insecta,Odonata,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
odonata unidentified,unknown,Animalia,Insecta,Odonata,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
odonata remains,unknown,Animalia,Insecta,Odonata,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
odonata onychogomphus_forcipatus,unknown,Animalia,Insecta,Odonata,Gomphidae,Onychogomphus forcipatus,NA,Arthropoda,NA,NA,NA,NA,aquatic
odonata nymphs_fragments,larvae,Animalia,Insecta,Odonata,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
odonata nymphs,larvae,Animalia,Insecta,Odonata,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
odonata nymph,larvae,Animalia,Insecta,Odonata,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
odonata larvae,larvae,Animalia,Insecta,Odonata,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
odonata larva,larvae,Animalia,Insecta,Odonata,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
odonata aquatic,unknown,Animalia,Insecta,Odonata,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
Odonata Anisoptera,larvae,Animalia,Insecta,Odonata,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
odonata adult,adults,Animalia,Insecta,Odonata,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
odonata,unknown,Metazoa,Insecta,Odonata,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
Odonata,larvae,Animalia,Insecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
ochthebius,unknown,Metazoa,Insecta,Coleoptera,Hydraenidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
nymphs_diptera,larvae,Animalia,Insecta,Diptera,NA,NA,Diptera,NA,NA,NA,NA,NA,aquatic
nymphs,larvae,Animalia,Insecta,NA,NA,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
nsecta,unknown,Animalia,Insecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
Noturusflavus,unknown,Metazoa,Actinopterygii,Siluriformes,Ictaluridae,Noturus flavus,NA,Chordata,NA,NA,NA,NA,aquatic
Noturus gyrinus,unknown,Animalia,Teleostei,Siluriformes,Ictaluridae,Noturus gyrinus,NA,Chordata,NA,NA,NA,NA,aquatic
notropis spp,unknown,Animalia,Actinopterygii,Cypriniformes,Cyprinidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
Notropis shumardi,unknown,Animalia,Teleostei,Cypriniformes,Cyprinidae,Notropis shumardi,NA,Chordata,NA,NA,NA,NA,aquatic
notropis lutrensis,unknown,Animalia,Actinopterygii,Cypriniformes,Cyprinidae,Cyprinella lutrensis,NA,Chordata,NA,NA,NA,NA,aquatic
notropis cornutus_frontalis,unknown,Animalia,Actinopterygii,Cypriniformes,Cyprinidae,Luxilus cornutus,NA,Chordata,NA,NA,NA,NA,aquatic
Notropis buchanani,unknown,Animalia,Teleostei,Cypriniformes,Cyprinidae,Notropis buchanani,NA,Chordata,NA,NA,NA,NA,aquatic
Notropis,unknown,Metazoa,Actinopterygii,Cypriniformes,Cyprinidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
Notonectidate (Notonecta),unknown,Animalia,Insecta,Hemiptera,Notonectidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
notonectidae adult,adults,Animalia,Insecta,Hemiptera,Notonectidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
notonectidae,unknown,Metazoa,Insecta,Hemiptera,Notonectidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
notogomphus,unknown,Animalia,Insecta,Odonata,Gomphidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
notodiaptomus sp_copepoda_calanoida,unknown,Animalia,Hexanauplia,Calanoida,Diaptomidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
notholca_squamula,unknown,Animalia,Eurotatoria,Ploima,Brachionidae,NA,NA,Rotifera,NA,NA,NA,NA,aquatic
notholca sp,unknown,Animalia,Eurotatoria,Ploima,Brachionidae,NA,NA,Rotifera,NA,NA,NA,NA,aquatic
notholca,unknown,Animalia,Eurotatoria,Ploima,Brachionidae,NA,NA,Rotifera,NA,NA,NA,NA,aquatic
noteridae,unknown,Animalia,Insecta,Coleoptera,Noteridae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
Notemigonus,unknown,Animalia,Teleostei,Cypriniformes,Cyprinidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
not_identified,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unidentified,aquatic or terrestrial
nostochopsis sp,unknown,Bacteria,Cyanophyceae,Stigonematales,Nostochopsidaceae,NA,NA,Cyanobacteria,NA,NA,NA,NA,aquatic
nostoc_sp,unknown,Bacteria,Cyanophyceae,Nostocales,Nostocaceae,Nostoc sp.,NA,Cyanobacteria,NA,NA,NA,NA,aquatic
nostoc sp,unknown,Bacteria,Cyanophyceae,Nostocales,Nostocaceae,NA,NA,Cyanobacteria,NA,NA,NA,NA,aquatic
northern snakehead_channa_argus_cantor_channidae,unknown,Animalia,Actinopterygii,Anabantiformes,Channidae,Channa argus,NA,Chordata,NA,NA,NA,NA,aquatic
Non-tanypodinae,unknown,Metazoa,Gastropoda,NA,Planorbidae,NA,NA,Mollusca,NA,NA,NA,NA,aquatic
non dreissenid_bivalves,unknown,Animalia,Bivalvia,NA,NA,NA,NA,Mollusca,NA,NA,NA,NA,aquatic
nodularia_sp,unknown,Metazoa,Bivalvia,Unionida,Unionidae,NA,NA,Mollusca,NA,NA,NA,NA,aquatic
noctuidae,unknown,Animalia,Insecta,Lepidoptera,Noctuidae,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
nocteridae larvae,larvae,Animalia,Insecta,Coleoptera,Noteridae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
nitzshia_sp,unknown,Chromista,Bacillariophyceae,Bacillariales,Bacillariaceae,NA,NA,Ochrophyta,NA,NA,NA,NA,aquatic
nitzschia_sigmoida,unknown,Chromista,Bacillariophyceae,Bacillariales,Bacillariaceae,NA,NA,Ochrophyta,NA,NA,NA,NA,aquatic
nitzschia_epiphyticoides,unknown,Viridiplantae,Zygnematophyceae,Desmidiales,Desmidiaceae,NA,NA,Charophyta,NA,NA,NA,NA,aquatic
nitzschia_accomodata,unknown,Viridiplantae,Zygnematophyceae,Zygnematales,Zygnemataceae,NA,NA,Charophyta,NA,NA,NA,NA,aquatic
nitzschia sp,unknown,Chromista,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia sp.,NA,Ochrophyta,NA,NA,NA,NA,aquatic
nitzchia sp,unknown,Animalia,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia sp.,NA,Ochrophyta,NA,NA,NA,NA,aquatic
nitschia_spiculum,unknown,Chromista,Bacillariophyceae,Bacillariales,Bacillariaceae,NA,NA,Ochrophyta,NA,NA,NA,NA,aquatic
Nigronia,unknown,Metazoa,Insecta,Megaloptera,Corydalidae,Nigronia sp.,NA,Arthropoda,NA,NA,NA,NA,aquatic
neuroptera nymph,larvae,Animalia,Insecta,Neuroptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
neuroptera larvae,larvae,Animalia,Insecta,Neuroptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
neuroptera,unknown,Animalia,Insecta,Neuroptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
neureclipsis,unknown,Metazoa,Insecta,Trichoptera,Polycentropodidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
neuplius,unknown,Plantae,Magnoliopsida,Asterales,Asteraceae,NA,NA,Tracheophyta,NA,NA,NA,NA,terrestrial
nesameletus ornatus,unknown,Animalia,Insecta,Ephemeroptera,Nesameletidae,Nesameletus ornatus,NA,Arthropoda,NA,NA,NA,NA,aquatic
neritidae,unknown,Metazoa,Gastropoda,Cycloneritida,Neritidae,NA,NA,Mollusca,NA,NA,NA,NA,aquatic or terrestrial
nereis diversicolor,unknown,Animalia,Polychaeta,Phyllodocida,Nereididae,Hediste diversicolor,NA,Annelida,NA,NA,NA,NA,aquatic
neophylas autumnus_adult,adults,Animalia,Insecta,Trichoptera,Uenoidae,Neophylax concinnus,NA,Arthropoda,NA,NA,NA,NA,aquatic
neoperla,unknown,Animalia,Insecta,Plecoptera,Perlidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
neomysis mercedis,unknown,Animalia,Malacostraca,Mysida,Mysidae,Neomysis mercedis,NA,Arthropoda,NA,NA,NA,NA,aquatic
nemura nymphs,larvae,Animalia,Insecta,Plecoptera,Nemouriae,Nemoura sp.,NA,Arthropoda,NA,NA,NA,NA,aquatic
nemoura,unknown,Animalia,Insecta,Plecoptera,Nemouridae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
nematomorpha,unknown,Animalia,NA,NA,NA,NA,NA,Nematomorpha,NA,NA,NA,NA,aquatic or terrestrial
nematodes,unknown,Metazoa,Insecta,Coleoptera,Eucnemidae,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
nematode,unknown,Animalia,NA,NA,NA,NA,NA,Nematoda,NA,NA,NA,NA,aquatic or terrestrial
nematoda unidentifed,unknown,Animalia,NA,NA,NA,NA,NA,Nematoda,NA,NA,NA,NA,aquatic or terrestrial
nematoda ordem_dorylaimida,unknown,Animalia,NA,NA,NA,NA,NA,Nematoda,NA,NA,NA,NA,aquatic
nematoda,unknown,Metazoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
Nematoda,unknown,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
nematoceria pupae,pupae,Animalia,Insecta,Diptera,NA,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
nematoceria larvae,larvae,Animalia,Insecta,Diptera,NA,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
nematocera pupa,pupae,Animalia,Insecta,Diptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
nematocera larva,larvae,Animalia,Insecta,Diptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
Nematocera exuviae,unknown,Animalia,Insecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
Nematocera adults,unknown,Animalia,Insecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
Nematocera,larvae/pupae,Animalia,Insecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
nematocera,unknown,Animalia,Insecta,Diptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
nemathelminthes,unknown,Animalia,NA,NA,NA,NA,NA,Nematoda,NA,NA,NA,NA,aquatic or terrestrial
neanthes limnicola,unknown,Animalia,Polychaeta,Phyllodocida,Nereididae,Neanthes limnicola,NA,Annelida,NA,NA,NA,NA,aquatic
navicula_sp_3,unknown,Chromista,Bacillariophyceae,Naviculales,Naviculaceae,NA,NA,Ochrophyta,NA,NA,NA,NA,aquatic
navicula_sp_2,unknown,Chromista,Bacillariophyceae,Naviculales,Naviculaceae,NA,NA,Ochrophyta,NA,NA,NA,NA,aquatic
navicula_sp_1,unknown,Chromista,Bacillariophyceae,Naviculales,Naviculaceae,NA,NA,Ochrophyta,NA,NA,NA,NA,aquatic
navicula sp,unknown,Chromista,Bacillariophyceae,Naviculales,Naviculaceae,NA,NA,Ochrophyta,NA,NA,NA,NA,aquatic
navicula,unknown,Chromista,Bacillariophyceae,Naviculales,Naviculaceae,NA,NA,Ochrophyta,NA,NA,NA,NA,aquatic
nauplius larvae,larvae,Animalia,Hexanauplia,Cyclopoida,Cyclopidae,Cyclops sp.,NA,Arthropoda,NA,Copepoda,Crustacea,NA,aquatic
nauplii,unknown,Animalia,Maxillopoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
Nauplii,unknown,Animalia,Malacostraca,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
naucoris,unknown,Animalia,Insecta,Hemiptera,Naucoridae,naucoris sp.,NA,Arthropoda,NA,NA,NA,NA,aquatic
naucoridae,unknown,Metazoa,Insecta,Hemiptera,Naucoridae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
nais,unknown,Animalia,Clitellata,Haplotaxida,Naididae,NA,NA,Annelida,NA,NA,NA,NA,aquatic
naias,unknown,Plantae,Liliopsida,Alismatales,Hydrocharitaceae,NA,NA,Tracheophyta,NA,NA,NA,NA,aquatic
nabidae,unknown,Animalia,Insecta,Hemiptera,Nabidae,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
nabicula sp,unknown,Chromista,Bacillariophyceae,Naviculales,Naviculaceae,NA,NA,Ochrophyta,NA,NA,NA,NA,aquatic
mytilopsis_leucopheata,unknown,Animalia,Bivalvia,Myida,Dreissenidae,NA,NA,Mollusca,NA,NA,NA,NA,aquatic
mystrophora americana_pupae,pupae,Animalia,Insecta,Trichoptera,NA,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
mystrophora americana_larvae,larvae,Animalia,Insecta,Trichoptera,NA,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
mysis,unknown,Animalia,Malacostraca,Mysida,Mysidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
mysids,unknown,Animalia,Malacostraca,Mysida,NA,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
mysidae,unknown,Animalia,Malacostraca,Mysida,Mysidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
mysidacea mysis_sp,unknown,Animalia,Malacostraca,Mysida,Mysidae,Mysis sp.,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
mysidacea,unknown,Metazoa,Malacostraca,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
mysida larva,larvae,Animalia,Malacostraca,Mysida,NA,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
mysid_shrimp,unknown,Animalia,Malacostraca,Mysida,Mysidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
myrophis_sp,unknown,Metazoa,Actinopterygii,Anguilliformes,Ophichthidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
myriapodes,unknown,Animalia,NA,NA,NA,NA,NA,Arthropoda,NA,NA,Myriapoda,NA,aquatic or terrestrial
mymaridae,unknown,Animalia,Insecta,Hymenoptera,Mymaridae,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
mycetobia larvae,larvae,Animalia,Insecta,Diptera,Anisopodidae,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
mycetobia,unknown,Animalia,Insecta,Diptera,Anisopodidae,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
mussel,unknown,Animalia,Actinopterygii,Gadiformes,Lotidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
Muscidae,unknown,Metazoa,Insecta,Diptera,Muscidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
muscidae,unknown,Animalia,Insecta,Diptera,Muscidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
multicellular algae,unknown,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
mud pellets,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,detritus,aquatic or terrestrial
mud,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,detritus,aquatic or terrestrial
mouse,unknown,Animalia,Mammalia,Diptera,NA,NA,NA,Chordata,NA,NA,NA,NA,terrestrial
mougeotia sp,unknown,Plantae,Zygnematophyceae,Zygnematales,Zygnemataceae,NA,NA,Charophyta,NA,NA,NA,NA,aquatic
mougeotia,unknown,Plantae,Zygnematophyceae,Zygnematales,Zygnemataceae,NA,NA,Charophyta,NA,NA,NA,NA,aquatic
mosquito l_arvae,larvae,Animalia,Insecta,Diptera,Culicidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
mormyridae,unknown,Animalia,Teleostei,Osteoglossiformes,Mormyridae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
monospilus dispar,unknown,Animalia,Branchiopoda,Diplostraca,Chydoridae,Monospilus dispar,NA,Arthropoda,NA,NA,NA,NA,aquatic
monopterus albus,unknown,Animalia,Actinopterygii,Synbranchiformes,Synbranchidae,Monopterus albus,NA,Chordata,NA,NA,NA,NA,aquatic
