,site_name,lat,long,predator_min_length,predator_max_length,length_units,length_measure,predator_stage,type_of_fish,sample_size,start_date,end_date,habitat,microhabitat,measurement_type,measurement_units,author,year,journal,citation,table_figure,notes,prey_taxon,measurement,sampling_interval,predator_average_length,frequency
1914,"Tormes River, Central Spain",NA,NA,4.4,14,cm,fork,Age 1, Squalius carolitertii,35,NA,8/1/2010,lotic,NA,abundance,proportion,Sanchez-Hernandez,2012,Acta Ichthyologica et Piscatoria,"Sánchez-Hernández, J., & Cobo, F. (2012). ONTOGENETIC DIETARY SHIFTS AND FOOD SELECTION OF ENDEMIC SQUALIUS CAROLITERTII (ACTINOPTERYGII: CYPRINIFORMES: CYPRINIDAE) IN RIVER TORMES, CENTRAL SPAIN, IN SUMMER. Acta Ichthyologica et Piscatoria, 42(2).",tbl2,zero age 4 collected,micronecta_sp,—,NA,NA,NA
1915,"Tormes River, Central Spain",NA,NA,4.4,14,cm,fork,Age 2, Squalius carolitertii,13,NA,8/1/2010,lotic,NA,abundance,proportion,Sanchez-Hernandez,2012,Acta Ichthyologica et Piscatoria,"Sánchez-Hernández, J., & Cobo, F. (2012). ONTOGENETIC DIETARY SHIFTS AND FOOD SELECTION OF ENDEMIC SQUALIUS CAROLITERTII (ACTINOPTERYGII: CYPRINIFORMES: CYPRINIDAE) IN RIVER TORMES, CENTRAL SPAIN, IN SUMMER. Acta Ichthyologica et Piscatoria, 42(2).",tbl2,zero age 4 collected,micronecta_sp,—,NA,NA,NA
1916,"Tormes River, Central Spain",NA,NA,4.4,14,cm,fork,Age 3, Squalius carolitertii,7,NA,8/1/2010,lotic,NA,abundance,proportion,Sanchez-Hernandez,2012,Acta Ichthyologica et Piscatoria,"Sánchez-Hernández, J., & Cobo, F. (2012). ONTOGENETIC DIETARY SHIFTS AND FOOD SELECTION OF ENDEMIC SQUALIUS CAROLITERTII (ACTINOPTERYGII: CYPRINIFORMES: CYPRINIDAE) IN RIVER TORMES, CENTRAL SPAIN, IN SUMMER. Acta Ichthyologica et Piscatoria, 42(2).",tbl2,zero age 4 collected,micronecta_sp,—,NA,NA,NA
1917,"Tormes River, Central Spain",NA,NA,4.4,14,cm,fork,Age 5, Squalius carolitertii,2,NA,8/1/2010,lotic,NA,abundance,proportion,Sanchez-Hernandez,2012,Acta Ichthyologica et Piscatoria,"Sánchez-Hernández, J., & Cobo, F. (2012). ONTOGENETIC DIETARY SHIFTS AND FOOD SELECTION OF ENDEMIC SQUALIUS CAROLITERTII (ACTINOPTERYGII: CYPRINIFORMES: CYPRINIDAE) IN RIVER TORMES, CENTRAL SPAIN, IN SUMMER. Acta Ichthyologica et Piscatoria, 42(2).",tbl2,zero age 4 collected,micronecta_sp,—,NA,NA,NA
1918,"Tormes River, Central Spain",NA,NA,4.4,14,cm,fork,Age 1, Squalius carolitertii,35,NA,8/1/2010,lotic,NA,abundance,proportion,Sanchez-Hernandez,2012,Acta Ichthyologica et Piscatoria,"Sánchez-Hernández, J., & Cobo, F. (2012). ONTOGENETIC DIETARY SHIFTS AND FOOD SELECTION OF ENDEMIC SQUALIUS CAROLITERTII (ACTINOPTERYGII: CYPRINIFORMES: CYPRINIDAE) IN RIVER TORMES, CENTRAL SPAIN, IN SUMMER. Acta Ichthyologica et Piscatoria, 42(2).",tbl2,zero age 4 collected,elmis_sp,0.6,NA,NA,NA
1919,"Tormes River, Central Spain",NA,NA,4.4,14,cm,fork,Age 2, Squalius carolitertii,13,NA,8/1/2010,lotic,NA,abundance,proportion,Sanchez-Hernandez,2012,Acta Ichthyologica et Piscatoria,"Sánchez-Hernández, J., & Cobo, F. (2012). ONTOGENETIC DIETARY SHIFTS AND FOOD SELECTION OF ENDEMIC SQUALIUS CAROLITERTII (ACTINOPTERYGII: CYPRINIFORMES: CYPRINIDAE) IN RIVER TORMES, CENTRAL SPAIN, IN SUMMER. Acta Ichthyologica et Piscatoria, 42(2).",tbl2,zero age 4 collected,elmis_sp,—,NA,NA,NA
1920,"Tormes River, Central Spain",NA,NA,4.4,14,cm,fork,Age 3, Squalius carolitertii,7,NA,8/1/2010,lotic,NA,abundance,proportion,Sanchez-Hernandez,2012,Acta Ichthyologica et Piscatoria,"Sánchez-Hernández, J., & Cobo, F. (2012). ONTOGENETIC DIETARY SHIFTS AND FOOD SELECTION OF ENDEMIC SQUALIUS CAROLITERTII (ACTINOPTERYGII: CYPRINIFORMES: CYPRINIDAE) IN RIVER TORMES, CENTRAL SPAIN, IN SUMMER. Acta Ichthyologica et Piscatoria, 42(2).",tbl2,zero age 4 collected,elmis_sp,—,NA,NA,NA
1921,"Tormes River, Central Spain",NA,NA,4.4,14,cm,fork,Age 5, Squalius carolitertii,2,NA,8/1/2010,lotic,NA,abundance,proportion,Sanchez-Hernandez,2012,Acta Ichthyologica et Piscatoria,"Sánchez-Hernández, J., & Cobo, F. (2012). ONTOGENETIC DIETARY SHIFTS AND FOOD SELECTION OF ENDEMIC SQUALIUS CAROLITERTII (ACTINOPTERYGII: CYPRINIFORMES: CYPRINIDAE) IN RIVER TORMES, CENTRAL SPAIN, IN SUMMER. Acta Ichthyologica et Piscatoria, 42(2).",tbl2,zero age 4 collected,elmis_sp,14.3,NA,NA,NA
1922,"Tormes River, Central Spain",NA,NA,4.4,14,cm,fork,Age 1, Squalius carolitertii,35,NA,8/1/2010,lotic,NA,abundance,proportion,Sanchez-Hernandez,2012,Acta Ichthyologica et Piscatoria,"Sánchez-Hernández, J., & Cobo, F. (2012). ONTOGENETIC DIETARY SHIFTS AND FOOD SELECTION OF ENDEMIC SQUALIUS CAROLITERTII (ACTINOPTERYGII: CYPRINIFORMES: CYPRINIDAE) IN RIVER TORMES, CENTRAL SPAIN, IN SUMMER. Acta Ichthyologica et Piscatoria, 42(2).",tbl2,zero age 4 collected,macronychus_sp,—,NA,NA,NA
1923,"Tormes River, Central Spain",NA,NA,4.4,14,cm,fork,Age 2, Squalius carolitertii,13,NA,8/1/2010,lotic,NA,abundance,proportion,Sanchez-Hernandez,2012,Acta Ichthyologica et Piscatoria,"Sánchez-Hernández, J., & Cobo, F. (2012). ONTOGENETIC DIETARY SHIFTS AND FOOD SELECTION OF ENDEMIC SQUALIUS CAROLITERTII (ACTINOPTERYGII: CYPRINIFORMES: CYPRINIDAE) IN RIVER TORMES, CENTRAL SPAIN, IN SUMMER. Acta Ichthyologica et Piscatoria, 42(2).",tbl2,zero age 4 collected,macronychus_sp,—,NA,NA,NA
1924,"Tormes River, Central Spain",NA,NA,4.4,14,cm,fork,Age 3, Squalius carolitertii,7,NA,8/1/2010,lotic,NA,abundance,proportion,Sanchez-Hernandez,2012,Acta Ichthyologica et Piscatoria,"Sánchez-Hernández, J., & Cobo, F. (2012). ONTOGENETIC DIETARY SHIFTS AND FOOD SELECTION OF ENDEMIC SQUALIUS CAROLITERTII (ACTINOPTERYGII: CYPRINIFORMES: CYPRINIDAE) IN RIVER TORMES, CENTRAL SPAIN, IN SUMMER. Acta Ichthyologica et Piscatoria, 42(2).",tbl2,zero age 4 collected,macronychus_sp,—,NA,NA,NA
1925,"Tormes River, Central Spain",NA,NA,4.4,14,cm,fork,Age 5, Squalius carolitertii,2,NA,8/1/2010,lotic,NA,abundance,proportion,Sanchez-Hernandez,2012,Acta Ichthyologica et Piscatoria,"Sánchez-Hernández, J., & Cobo, F. (2012). ONTOGENETIC DIETARY SHIFTS AND FOOD SELECTION OF ENDEMIC SQUALIUS CAROLITERTII (ACTINOPTERYGII: CYPRINIFORMES: CYPRINIDAE) IN RIVER TORMES, CENTRAL SPAIN, IN SUMMER. Acta Ichthyologica et Piscatoria, 42(2).",tbl2,zero age 4 collected,macronychus_sp,—,NA,NA,NA
1926,"Tormes River, Central Spain",NA,NA,4.4,14,cm,fork,Age 1, Squalius carolitertii,35,NA,8/1/2010,lotic,NA,abundance,proportion,Sanchez-Hernandez,2012,Acta Ichthyologica et Piscatoria,"Sánchez-Hernández, J., & Cobo, F. (2012). ONTOGENETIC DIETARY SHIFTS AND FOOD SELECTION OF ENDEMIC SQUALIUS CAROLITERTII (ACTINOPTERYGII: CYPRINIFORMES: CYPRINIDAE) IN RIVER TORMES, CENTRAL SPAIN, IN SUMMER. Acta Ichthyologica et Piscatoria, 42(2).",tbl2,zero age 4 collected,oulimnius_sp,—,NA,NA,NA
1927,"Tormes River, Central Spain",NA,NA,4.4,14,cm,fork,Age 2, Squalius carolitertii,13,NA,8/1/2010,lotic,NA,abundance,proportion,Sanchez-Hernandez,2012,Acta Ichthyologica et Piscatoria,"Sánchez-Hernández, J., & Cobo, F. (2012). ONTOGENETIC DIETARY SHIFTS AND FOOD SELECTION OF ENDEMIC SQUALIUS CAROLITERTII (ACTINOPTERYGII: CYPRINIFORMES: CYPRINIDAE) IN RIVER TORMES, CENTRAL SPAIN, IN SUMMER. Acta Ichthyologica et Piscatoria, 42(2).",tbl2,zero age 4 collected,oulimnius_sp,—,NA,NA,NA
1928,"Tormes River, Central Spain",NA,NA,4.4,14,cm,fork,Age 3, Squalius carolitertii,7,NA,8/1/2010,lotic,NA,abundance,proportion,Sanchez-Hernandez,2012,Acta Ichthyologica et Piscatoria,"Sánchez-Hernández, J., & Cobo, F. (2012). ONTOGENETIC DIETARY SHIFTS AND FOOD SELECTION OF ENDEMIC SQUALIUS CAROLITERTII (ACTINOPTERYGII: CYPRINIFORMES: CYPRINIDAE) IN RIVER TORMES, CENTRAL SPAIN, IN SUMMER. Acta Ichthyologica et Piscatoria, 42(2).",tbl2,zero age 4 collected,oulimnius_sp,—,NA,NA,NA
1929,"Tormes River, Central Spain",NA,NA,4.4,14,cm,fork,Age 5, Squalius carolitertii,2,NA,8/1/2010,lotic,NA,abundance,proportion,Sanchez-Hernandez,2012,Acta Ichthyologica et Piscatoria,"Sánchez-Hernández, J., & Cobo, F. (2012). ONTOGENETIC DIETARY SHIFTS AND FOOD SELECTION OF ENDEMIC SQUALIUS CAROLITERTII (ACTINOPTERYGII: CYPRINIFORMES: CYPRINIDAE) IN RIVER TORMES, CENTRAL SPAIN, IN SUMMER. Acta Ichthyologica et Piscatoria, 42(2).",tbl2,zero age 4 collected,oulimnius_sp,—,NA,NA,NA
1930,"Tormes River, Central Spain",NA,NA,4.4,14,cm,fork,Age 1, Squalius carolitertii,35,NA,8/1/2010,lotic,NA,abundance,proportion,Sanchez-Hernandez,2012,Acta Ichthyologica et Piscatoria,"Sánchez-Hernández, J., & Cobo, F. (2012). ONTOGENETIC DIETARY SHIFTS AND FOOD SELECTION OF ENDEMIC SQUALIUS CAROLITERTII (ACTINOPTERYGII: CYPRINIFORMES: CYPRINIDAE) IN RIVER TORMES, CENTRAL SPAIN, IN SUMMER. Acta Ichthyologica et Piscatoria, 42(2).",tbl2,zero age 4 collected,esolus_spp,—,NA,NA,NA
1931,"Tormes River, Central Spain",NA,NA,4.4,14,cm,fork,Age 2, Squalius carolitertii,13,NA,8/1/2010,lotic,NA,abundance,proportion,Sanchez-Hernandez,2012,Acta Ichthyologica et Piscatoria,"Sánchez-Hernández, J., & Cobo, F. (2012). ONTOGENETIC DIETARY SHIFTS AND FOOD SELECTION OF ENDEMIC SQUALIUS CAROLITERTII (ACTINOPTERYGII: CYPRINIFORMES: CYPRINIDAE) IN RIVER TORMES, CENTRAL SPAIN, IN SUMMER. Acta Ichthyologica et Piscatoria, 42(2).",tbl2,zero age 4 collected,esolus_spp,—,NA,NA,NA
1932,"Tormes River, Central Spain",NA,NA,4.4,14,cm,fork,Age 3, Squalius carolitertii,7,NA,8/1/2010,lotic,NA,abundance,proportion,Sanchez-Hernandez,2012,Acta Ichthyologica et Piscatoria,"Sánchez-Hernández, J., & Cobo, F. (2012). ONTOGENETIC DIETARY SHIFTS AND FOOD SELECTION OF ENDEMIC SQUALIUS CAROLITERTII (ACTINOPTERYGII: CYPRINIFORMES: CYPRINIDAE) IN RIVER TORMES, CENTRAL SPAIN, IN SUMMER. Acta Ichthyologica et Piscatoria, 42(2).",tbl2,zero age 4 collected,esolus_spp,—,NA,NA,NA
1933,"Tormes River, Central Spain",NA,NA,4.4,14,cm,fork,Age 5, Squalius carolitertii,2,NA,8/1/2010,lotic,NA,abundance,proportion,Sanchez-Hernandez,2012,Acta Ichthyologica et Piscatoria,"Sánchez-Hernández, J., & Cobo, F. (2012). ONTOGENETIC DIETARY SHIFTS AND FOOD SELECTION OF ENDEMIC SQUALIUS CAROLITERTII (ACTINOPTERYGII: CYPRINIFORMES: CYPRINIDAE) IN RIVER TORMES, CENTRAL SPAIN, IN SUMMER. Acta Ichthyologica et Piscatoria, 42(2).",tbl2,zero age 4 collected,esolus_spp,—,NA,NA,NA
1934,"Tormes River, Central Spain",NA,NA,4.4,14,cm,fork,Age 1, Squalius carolitertii,35,NA,8/1/2010,lotic,NA,abundance,proportion,Sanchez-Hernandez,2012,Acta Ichthyologica et Piscatoria,"Sánchez-Hernández, J., & Cobo, F. (2012). ONTOGENETIC DIETARY SHIFTS AND FOOD SELECTION OF ENDEMIC SQUALIUS CAROLITERTII (ACTINOPTERYGII: CYPRINIFORMES: CYPRINIDAE) IN RIVER TORMES, CENTRAL SPAIN, IN SUMMER. Acta Ichthyologica et Piscatoria, 42(2).",tbl2,zero age 4 collected,orectochilus_sp,—,NA,NA,NA
1935,"Tormes River, Central Spain",NA,NA,4.4,14,cm,fork,Age 2, Squalius carolitertii,13,NA,8/1/2010,lotic,NA,abundance,proportion,Sanchez-Hernandez,2012,Acta Ichthyologica et Piscatoria,"Sánchez-Hernández, J., & Cobo, F. (2012). ONTOGENETIC DIETARY SHIFTS AND FOOD SELECTION OF ENDEMIC SQUALIUS CAROLITERTII (ACTINOPTERYGII: CYPRINIFORMES: CYPRINIDAE) IN RIVER TORMES, CENTRAL SPAIN, IN SUMMER. Acta Ichthyologica et Piscatoria, 42(2).",tbl2,zero age 4 collected,orectochilus_sp,—,NA,NA,NA
1936,"Tormes River, Central Spain",NA,NA,4.4,14,cm,fork,Age 3, Squalius carolitertii,7,NA,8/1/2010,lotic,NA,abundance,proportion,Sanchez-Hernandez,2012,Acta Ichthyologica et Piscatoria,"Sánchez-Hernández, J., & Cobo, F. (2012). ONTOGENETIC DIETARY SHIFTS AND FOOD SELECTION OF ENDEMIC SQUALIUS CAROLITERTII (ACTINOPTERYGII: CYPRINIFORMES: CYPRINIDAE) IN RIVER TORMES, CENTRAL SPAIN, IN SUMMER. Acta Ichthyologica et Piscatoria, 42(2).",tbl2,zero age 4 collected,orectochilus_sp,—,NA,NA,NA
1937,"Tormes River, Central Spain",NA,NA,4.4,14,cm,fork,Age 5, Squalius carolitertii,2,NA,8/1/2010,lotic,NA,abundance,proportion,Sanchez-Hernandez,2012,Acta Ichthyologica et Piscatoria,"Sánchez-Hernández, J., & Cobo, F. (2012). ONTOGENETIC DIETARY SHIFTS AND FOOD SELECTION OF ENDEMIC SQUALIUS CAROLITERTII (ACTINOPTERYGII: CYPRINIFORMES: CYPRINIDAE) IN RIVER TORMES, CENTRAL SPAIN, IN SUMMER. Acta Ichthyologica et Piscatoria, 42(2).",tbl2,zero age 4 collected,orectochilus_sp,—,NA,NA,NA
1938,"Tormes River, Central Spain",NA,NA,4.4,14,cm,fork,Age 1, Squalius carolitertii,35,NA,8/1/2010,lotic,NA,abundance,proportion,Sanchez-Hernandez,2012,Acta Ichthyologica et Piscatoria,"Sánchez-Hernández, J., & Cobo, F. (2012). ONTOGENETIC DIETARY SHIFTS AND FOOD SELECTION OF ENDEMIC SQUALIUS CAROLITERTII (ACTINOPTERYGII: CYPRINIFORMES: CYPRINIDAE) IN RIVER TORMES, CENTRAL SPAIN, IN SUMMER. Acta Ichthyologica et Piscatoria, 42(2).",tbl2,zero age 4 collected,hydraena_sp,—,NA,NA,NA
1939,"Tormes River, Central Spain",NA,NA,4.4,14,cm,fork,Age 2, Squalius carolitertii,13,NA,8/1/2010,lotic,NA,abundance,proportion,Sanchez-Hernandez,2012,Acta Ichthyologica et Piscatoria,"Sánchez-Hernández, J., & Cobo, F. (2012). ONTOGENETIC DIETARY SHIFTS AND FOOD SELECTION OF ENDEMIC SQUALIUS CAROLITERTII (ACTINOPTERYGII: CYPRINIFORMES: CYPRINIDAE) IN RIVER TORMES, CENTRAL SPAIN, IN SUMMER. Acta Ichthyologica et Piscatoria, 42(2).",tbl2,zero age 4 collected,hydraena_sp,—,NA,NA,NA
1940,"Tormes River, Central Spain",NA,NA,4.4,14,cm,fork,Age 3, Squalius carolitertii,7,NA,8/1/2010,lotic,NA,abundance,proportion,Sanchez-Hernandez,2012,Acta Ichthyologica et Piscatoria,"Sánchez-Hernández, J., & Cobo, F. (2012). ONTOGENETIC DIETARY SHIFTS AND FOOD SELECTION OF ENDEMIC SQUALIUS CAROLITERTII (ACTINOPTERYGII: CYPRINIFORMES: CYPRINIDAE) IN RIVER TORMES, CENTRAL SPAIN, IN SUMMER. Acta Ichthyologica et Piscatoria, 42(2).",tbl2,zero age 4 collected,hydraena_sp,—,NA,NA,NA
1941,"Tormes River, Central Spain",NA,NA,4.4,14,cm,fork,Age 5, Squalius carolitertii,2,NA,8/1/2010,lotic,NA,abundance,proportion,Sanchez-Hernandez,2012,Acta Ichthyologica et Piscatoria,"Sánchez-Hernández, J., & Cobo, F. (2012). ONTOGENETIC DIETARY SHIFTS AND FOOD SELECTION OF ENDEMIC SQUALIUS CAROLITERTII (ACTINOPTERYGII: CYPRINIFORMES: CYPRINIDAE) IN RIVER TORMES, CENTRAL SPAIN, IN SUMMER. Acta Ichthyologica et Piscatoria, 42(2).",tbl2,zero age 4 collected,hydraena_sp,—,NA,NA,NA
1942,"Tormes River, Central Spain",NA,NA,4.4,14,cm,fork,Age 1, Squalius carolitertii,35,NA,8/1/2010,lotic,NA,abundance,proportion,Sanchez-Hernandez,2012,Acta Ichthyologica et Piscatoria,"Sánchez-Hernández, J., & Cobo, F. (2012). ONTOGENETIC DIETARY SHIFTS AND FOOD SELECTION OF ENDEMIC SQUALIUS CAROLITERTII (ACTINOPTERYGII: CYPRINIFORMES: CYPRINIDAE) IN RIVER TORMES, CENTRAL SPAIN, IN SUMMER. Acta Ichthyologica et Piscatoria, 42(2).",tbl2,zero age 4 collected,micrasema_sp,—,NA,NA,NA
1943,"Tormes River, Central Spain",NA,NA,4.4,14,cm,fork,Age 2, Squalius carolitertii,13,NA,8/1/2010,lotic,NA,abundance,proportion,Sanchez-Hernandez,2012,Acta Ichthyologica et Piscatoria,"Sánchez-Hernández, J., & Cobo, F. (2012). ONTOGENETIC DIETARY SHIFTS AND FOOD SELECTION OF ENDEMIC SQUALIUS CAROLITERTII (ACTINOPTERYGII: CYPRINIFORMES: CYPRINIDAE) IN RIVER TORMES, CENTRAL SPAIN, IN SUMMER. Acta Ichthyologica et Piscatoria, 42(2).",tbl2,zero age 4 collected,micrasema_sp,—,NA,NA,NA
1944,"Tormes River, Central Spain",NA,NA,4.4,14,cm,fork,Age 3, Squalius carolitertii,7,NA,8/1/2010,lotic,NA,abundance,proportion,Sanchez-Hernandez,2012,Acta Ichthyologica et Piscatoria,"Sánchez-Hernández, J., & Cobo, F. (2012). ONTOGENETIC DIETARY SHIFTS AND FOOD SELECTION OF ENDEMIC SQUALIUS CAROLITERTII (ACTINOPTERYGII: CYPRINIFORMES: CYPRINIDAE) IN RIVER TORMES, CENTRAL SPAIN, IN SUMMER. Acta Ichthyologica et Piscatoria, 42(2).",tbl2,zero age 4 collected,micrasema_sp,—,NA,NA,NA
1945,"Tormes River, Central Spain",NA,NA,4.4,14,cm,fork,Age 5, Squalius carolitertii,2,NA,8/1/2010,lotic,NA,abundance,proportion,Sanchez-Hernandez,2012,Acta Ichthyologica et Piscatoria,"Sánchez-Hernández, J., & Cobo, F. (2012). ONTOGENETIC DIETARY SHIFTS AND FOOD SELECTION OF ENDEMIC SQUALIUS CAROLITERTII (ACTINOPTERYGII: CYPRINIFORMES: CYPRINIDAE) IN RIVER TORMES, CENTRAL SPAIN, IN SUMMER. Acta Ichthyologica et Piscatoria, 42(2).",tbl2,zero age 4 collected,micrasema_sp,—,NA,NA,NA
1946,"Tormes River, Central Spain",NA,NA,4.4,14,cm,fork,Age 1, Squalius carolitertii,35,NA,8/1/2010,lotic,NA,abundance,proportion,Sanchez-Hernandez,2012,Acta Ichthyologica et Piscatoria,"Sánchez-Hernández, J., & Cobo, F. (2012). ONTOGENETIC DIETARY SHIFTS AND FOOD SELECTION OF ENDEMIC SQUALIUS CAROLITERTII (ACTINOPTERYGII: CYPRINIFORMES: CYPRINIDAE) IN RIVER TORMES, CENTRAL SPAIN, IN SUMMER. Acta Ichthyologica et Piscatoria, 42(2).",tbl2,zero age 4 collected,hydropsyche_spp,4.5,NA,NA,NA
1947,"Tormes River, Central Spain",NA,NA,4.4,14,cm,fork,Age 2, Squalius carolitertii,13,NA,8/1/2010,lotic,NA,abundance,proportion,Sanchez-Hernandez,2012,Acta Ichthyologica et Piscatoria,"Sánchez-Hernández, J., & Cobo, F. (2012). ONTOGENETIC DIETARY SHIFTS AND FOOD SELECTION OF ENDEMIC SQUALIUS CAROLITERTII (ACTINOPTERYGII: CYPRINIFORMES: CYPRINIDAE) IN RIVER TORMES, CENTRAL SPAIN, IN SUMMER. Acta Ichthyologica et Piscatoria, 42(2).",tbl2,zero age 4 collected,hydropsyche_spp,3.7,NA,NA,NA
1948,"Tormes River, Central Spain",NA,NA,4.4,14,cm,fork,Age 3, Squalius carolitertii,7,NA,8/1/2010,lotic,NA,abundance,proportion,Sanchez-Hernandez,2012,Acta Ichthyologica et Piscatoria,"Sánchez-Hernández, J., & Cobo, F. (2012). ONTOGENETIC DIETARY SHIFTS AND FOOD SELECTION OF ENDEMIC SQUALIUS CAROLITERTII (ACTINOPTERYGII: CYPRINIFORMES: CYPRINIDAE) IN RIVER TORMES, CENTRAL SPAIN, IN SUMMER. Acta Ichthyologica et Piscatoria, 42(2).",tbl2,zero age 4 collected,hydropsyche_spp,—,NA,NA,NA
1949,"Tormes River, Central Spain",NA,NA,4.4,14,cm,fork,Age 5, Squalius carolitertii,2,NA,8/1/2010,lotic,NA,abundance,proportion,Sanchez-Hernandez,2012,Acta Ichthyologica et Piscatoria,"Sánchez-Hernández, J., & Cobo, F. (2012). ONTOGENETIC DIETARY SHIFTS AND FOOD SELECTION OF ENDEMIC SQUALIUS CAROLITERTII (ACTINOPTERYGII: CYPRINIFORMES: CYPRINIDAE) IN RIVER TORMES, CENTRAL SPAIN, IN SUMMER. Acta Ichthyologica et Piscatoria, 42(2).",tbl2,zero age 4 collected,hydropsyche_spp,—,NA,NA,NA
1950,"Tormes River, Central Spain",NA,NA,4.4,14,cm,fork,Age 1, Squalius carolitertii,35,NA,8/1/2010,lotic,NA,abundance,proportion,Sanchez-Hernandez,2012,Acta Ichthyologica et Piscatoria,"Sánchez-Hernández, J., & Cobo, F. (2012). ONTOGENETIC DIETARY SHIFTS AND FOOD SELECTION OF ENDEMIC SQUALIUS CAROLITERTII (ACTINOPTERYGII: CYPRINIFORMES: CYPRINIDAE) IN RIVER TORMES, CENTRAL SPAIN, IN SUMMER. Acta Ichthyologica et Piscatoria, 42(2).",tbl2,zero age 4 collected,lepidostoma_sp,—,NA,NA,NA
1951,"Tormes River, Central Spain",NA,NA,4.4,14,cm,fork,Age 2, Squalius carolitertii,13,NA,8/1/2010,lotic,NA,abundance,proportion,Sanchez-Hernandez,2012,Acta Ichthyologica et Piscatoria,"Sánchez-Hernández, J., & Cobo, F. (2012). ONTOGENETIC DIETARY SHIFTS AND FOOD SELECTION OF ENDEMIC SQUALIUS CAROLITERTII (ACTINOPTERYGII: CYPRINIFORMES: CYPRINIDAE) IN RIVER TORMES, CENTRAL SPAIN, IN SUMMER. Acta Ichthyologica et Piscatoria, 42(2).",tbl2,zero age 4 collected,lepidostoma_sp,—,NA,NA,NA
1952,"Tormes River, Central Spain",NA,NA,4.4,14,cm,fork,Age 3, Squalius carolitertii,7,NA,8/1/2010,lotic,NA,abundance,proportion,Sanchez-Hernandez,2012,Acta Ichthyologica et Piscatoria,"Sánchez-Hernández, J., & Cobo, F. (2012). ONTOGENETIC DIETARY SHIFTS AND FOOD SELECTION OF ENDEMIC SQUALIUS CAROLITERTII (ACTINOPTERYGII: CYPRINIFORMES: CYPRINIDAE) IN RIVER TORMES, CENTRAL SPAIN, IN SUMMER. Acta Ichthyologica et Piscatoria, 42(2).",tbl2,zero age 4 collected,lepidostoma_sp,—,NA,NA,NA
1953,"Tormes River, Central Spain",NA,NA,4.4,14,cm,fork,Age 5, Squalius carolitertii,2,NA,8/1/2010,lotic,NA,abundance,proportion,Sanchez-Hernandez,2012,Acta Ichthyologica et Piscatoria,"Sánchez-Hernández, J., & Cobo, F. (2012). ONTOGENETIC DIETARY SHIFTS AND FOOD SELECTION OF ENDEMIC SQUALIUS CAROLITERTII (ACTINOPTERYGII: CYPRINIFORMES: CYPRINIDAE) IN RIVER TORMES, CENTRAL SPAIN, IN SUMMER. Acta Ichthyologica et Piscatoria, 42(2).",tbl2,zero age 4 collected,lepidostoma_sp,—,NA,NA,NA
1954,"Tormes River, Central Spain",NA,NA,4.4,14,cm,fork,Age 1, Squalius carolitertii,35,NA,8/1/2010,lotic,NA,abundance,proportion,Sanchez-Hernandez,2012,Acta Ichthyologica et Piscatoria,"Sánchez-Hernández, J., & Cobo, F. (2012). ONTOGENETIC DIETARY SHIFTS AND FOOD SELECTION OF ENDEMIC SQUALIUS CAROLITERTII (ACTINOPTERYGII: CYPRINIFORMES: CYPRINIDAE) IN RIVER TORMES, CENTRAL SPAIN, IN SUMMER. Acta Ichthyologica et Piscatoria, 42(2).",tbl2,zero age 4 collected,leptoceridae,—,NA,NA,NA
1955,"Tormes River, Central Spain",NA,NA,4.4,14,cm,fork,Age 2, Squalius carolitertii,13,NA,8/1/2010,lotic,NA,abundance,proportion,Sanchez-Hernandez,2012,Acta Ichthyologica et Piscatoria,"Sánchez-Hernández, J., & Cobo, F. (2012). ONTOGENETIC DIETARY SHIFTS AND FOOD SELECTION OF ENDEMIC SQUALIUS CAROLITERTII (ACTINOPTERYGII: CYPRINIFORMES: CYPRINIDAE) IN RIVER TORMES, CENTRAL SPAIN, IN SUMMER. Acta Ichthyologica et Piscatoria, 42(2).",tbl2,zero age 4 collected,leptoceridae,—,NA,NA,NA
1956,"Tormes River, Central Spain",NA,NA,4.4,14,cm,fork,Age 3, Squalius carolitertii,7,NA,8/1/2010,lotic,NA,abundance,proportion,Sanchez-Hernandez,2012,Acta Ichthyologica et Piscatoria,"Sánchez-Hernández, J., & Cobo, F. (2012). ONTOGENETIC DIETARY SHIFTS AND FOOD SELECTION OF ENDEMIC SQUALIUS CAROLITERTII (ACTINOPTERYGII: CYPRINIFORMES: CYPRINIDAE) IN RIVER TORMES, CENTRAL SPAIN, IN SUMMER. Acta Ichthyologica et Piscatoria, 42(2).",tbl2,zero age 4 collected,leptoceridae,0.6,NA,NA,NA
1957,"Tormes River, Central Spain",NA,NA,4.4,14,cm,fork,Age 5, Squalius carolitertii,2,NA,8/1/2010,lotic,NA,abundance,proportion,Sanchez-Hernandez,2012,Acta Ichthyologica et Piscatoria,"Sánchez-Hernández, J., & Cobo, F. (2012). ONTOGENETIC DIETARY SHIFTS AND FOOD SELECTION OF ENDEMIC SQUALIUS CAROLITERTII (ACTINOPTERYGII: CYPRINIFORMES: CYPRINIDAE) IN RIVER TORMES, CENTRAL SPAIN, IN SUMMER. Acta Ichthyologica et Piscatoria, 42(2).",tbl2,zero age 4 collected,leptoceridae,—,NA,NA,NA
