"site_name","type_of_fish","measurement_type_number_weight_other","measurement_units_total_percent_other","sample_size","start_date","end_date","sampling_interval","predator_min_length","predator_max_length","predator_average_length","length_units","length_measure","predator_stage","habitat","microhabitat","author","year","journal","citation","table_figure","data_sorted_by","sample_id","notes","prey_taxon","measurement","prey_stage"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","37","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","1",NA,"sida_crystallina","0","unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","32","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","2",NA,"sida_crystallina","0.2","unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","105","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","3",NA,"sida_crystallina","0.2","unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","131","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","4",NA,"sida_crystallina",NA,"unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","95","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","5",NA,"sida_crystallina",NA,"unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","37","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","1",NA,"moina_sp","4.7","unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","32","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","2",NA,"moina_sp","15.8","unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","105","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","3",NA,"moina_sp","118","unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","131","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","4",NA,"moina_sp","12.3","unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","95","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","5",NA,"moina_sp","11.1","unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","37","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","1",NA,"daphnia_sp","0.1","unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","32","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","2",NA,"daphnia_sp","13.5","unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","105","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","3",NA,"daphnia_sp","3.5","unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","131","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","4",NA,"daphnia_sp","5.7","unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","95","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","5",NA,"daphnia_sp","2.5","unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","37","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","1",NA,"c_pulchella","0","unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","32","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","2",NA,"c_pulchella","0","unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","105","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","3",NA,"c_pulchella","0","unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","131","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","4",NA,"c_pulchella","0","unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","95","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","5",NA,"c_pulchella","0","unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","37","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","1",NA,"alona_sp","0.1","unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","32","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","2",NA,"alona_sp","0.1","unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","105","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","3",NA,"alona_sp",".1","unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","131","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","4",NA,"alona_sp","0.2","unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","95","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","5",NA,"alona_sp",".7","unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","37","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","1",NA,"leptodora_kindtii","0","unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","32","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","2",NA,"leptodora_kindtii","0.1","unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","105","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","3",NA,"leptodora_kindtii",".3","unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","131","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","4",NA,"leptodora_kindtii","0.2","unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","95","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","5",NA,"leptodora_kindtii",".3","unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","37","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","1",NA,"chydorus_sphaericus","0","unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","32","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","2",NA,"chydorus_sphaericus","0","unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","105","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","3",NA,"chydorus_sphaericus","0","unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","131","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","4",NA,"chydorus_sphaericus","0","unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","95","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","5",NA,"chydorus_sphaericus","0","unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","37","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","1",NA,"i_sordidus","0","unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","32","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","2",NA,"i_sordidus","0.1","unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","105","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","3",NA,"i_sordidus","0","unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","131","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","4",NA,"i_sordidus","0","unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","95","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","5",NA,"i_sordidus","0","unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","37","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","1",NA,"brachionus_sp","0.1","unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","32","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","2",NA,"brachionus_sp","1","unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","105","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","3",NA,"brachionus_sp","0.2","unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","131","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","4",NA,"brachionus_sp",".1","unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","95","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","5",NA,"brachionus_sp","0","unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","37","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","1",NA,"keratella_quadrata","0.7","unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","32","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","2",NA,"keratella_quadrata","0","unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","105","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","3",NA,"keratella_quadrata","0.1","unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","131","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","4",NA,"keratella_quadrata","0","unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","95","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","5",NA,"keratella_quadrata","0","unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","37","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","1",NA,"asplachna_sp","0","unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","32","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","2",NA,"asplachna_sp","0-0","unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","105","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","3",NA,"asplachna_sp",NA,"unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","131","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","4",NA,"asplachna_sp",NA,"unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","95","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","5",NA,"asplachna_sp","0","unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","37","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","1",NA,"ostracoda",NA,"unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","32","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","2",NA,"ostracoda","0","unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","105","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","3",NA,"ostracoda","0","unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","131","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","4",NA,"ostracoda","0","unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","95","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","5",NA,"ostracoda","0","unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","37","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","1",NA,"hydracarina",NA,"unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","32","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","2",NA,"hydracarina","0.3","unknown"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","105","2/1/1987","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl4","averaged over months for size classes","3",NA,"hydracarina",".2","unknown"
