,site_name,lat.x,long,predator_min_length,predator_max_length,length_units,length_measure,predator_stage,type_of_fish,sample_size,start_date,end_date,habitat,microhabitat,measurement_type,measurement_units,author,year,journal,citation,table_figure,notes,prey_taxon,measurement,prey_stage,sampling_interval,predator_average_length,frequency,lon,lat.y
4331,"Lake Pontchartrain, Louisiana",NA,NA,100,149,mm,standard length,NA,Cynoscion nebulosus,14,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,insecta,NA,unknown,NA,NA,NA,-90.1120696,30.205062
4332,"Lake Pontchartrain, Louisiana",NA,NA,150,199,mm,standard length,NA,Cynoscion nebulosus,8,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,insecta,NA,unknown,NA,NA,NA,-90.1120696,30.205062
4333,"Lake Pontchartrain, Louisiana",NA,NA,406,406,mm,standard length,NA,Cynoscion nebulosus,17,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,insecta,NA,unknown,NA,NA,NA,-90.1120696,30.205062
4334,"Lake Pontchartrain, Louisiana",NA,NA,40,99,mm,standard length,NA,Cynoscion nebulosus,9,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,hydroids,NA,unknown,NA,NA,NA,-90.1120696,30.205062
4335,"Lake Pontchartrain, Louisiana",NA,NA,100,149,mm,standard length,NA,Cynoscion nebulosus,14,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,hydroids,NA,unknown,NA,NA,NA,-90.1120696,30.205062
4336,"Lake Pontchartrain, Louisiana",NA,NA,150,199,mm,standard length,NA,Cynoscion nebulosus,8,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,hydroids,NA,unknown,NA,NA,NA,-90.1120696,30.205062
4337,"Lake Pontchartrain, Louisiana",NA,NA,406,406,mm,standard length,NA,Cynoscion nebulosus,17,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,hydroids,NA,unknown,NA,NA,NA,-90.1120696,30.205062
4338,"Lake Pontchartrain, Louisiana",NA,NA,40,99,mm,standard length,NA,Cynoscion nebulosus,9,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,vertebrata,NA,unknown,NA,NA,NA,-90.1120696,30.205062
4339,"Lake Pontchartrain, Louisiana",NA,NA,100,149,mm,standard length,NA,Cynoscion nebulosus,14,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,vertebrata,28.4,unknown,NA,NA,NA,-90.1120696,30.205062
4340,"Lake Pontchartrain, Louisiana",NA,NA,150,199,mm,standard length,NA,Cynoscion nebulosus,8,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,vertebrata,62.1,unknown,NA,NA,NA,-90.1120696,30.205062
4341,"Lake Pontchartrain, Louisiana",NA,NA,406,406,mm,standard length,NA,Cynoscion nebulosus,17,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,vertebrata,40.9,unknown,NA,NA,NA,-90.1120696,30.205062
4342,"Lake Pontchartrain, Louisiana",NA,NA,40,99,mm,standard length,NA,Cynoscion nebulosus,9,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,anchoa_mitchilli,12.1,unknown,NA,NA,NA,-90.1120696,30.205062
4343,"Lake Pontchartrain, Louisiana",NA,NA,100,149,mm,standard length,NA,Cynoscion nebulosus,14,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,anchoa_mitchilli,NA,unknown,NA,NA,NA,-90.1120696,30.205062
4344,"Lake Pontchartrain, Louisiana",NA,NA,150,199,mm,standard length,NA,Cynoscion nebulosus,8,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,anchoa_mitchilli,NA,unknown,NA,NA,NA,-90.1120696,30.205062
4345,"Lake Pontchartrain, Louisiana",NA,NA,406,406,mm,standard length,NA,Cynoscion nebulosus,17,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,anchoa_mitchilli,NA,unknown,NA,NA,NA,-90.1120696,30.205062
4346,"Lake Pontchartrain, Louisiana",NA,NA,40,99,mm,standard length,NA,Cynoscion nebulosus,9,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,micropogon_undulatus,NA,unknown,NA,NA,NA,-90.1120696,30.205062
4347,"Lake Pontchartrain, Louisiana",NA,NA,100,149,mm,standard length,NA,Cynoscion nebulosus,14,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,micropogon_undulatus,14.2,unknown,NA,NA,NA,-90.1120696,30.205062
4348,"Lake Pontchartrain, Louisiana",NA,NA,150,199,mm,standard length,NA,Cynoscion nebulosus,8,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,micropogon_undulatus,9.3,unknown,NA,NA,NA,-90.1120696,30.205062
4349,"Lake Pontchartrain, Louisiana",NA,NA,406,406,mm,standard length,NA,Cynoscion nebulosus,17,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,micropogon_undulatus,6.5,unknown,NA,NA,NA,-90.1120696,30.205062
4350,"Lake Pontchartrain, Louisiana",NA,NA,40,99,mm,standard length,NA,Cynoscion nebulosus,9,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,fish_larvae,12.1,larvae,NA,NA,NA,-90.1120696,30.205062
4351,"Lake Pontchartrain, Louisiana",NA,NA,100,149,mm,standard length,NA,Cynoscion nebulosus,14,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,fish_larvae,NA,larvae,NA,NA,NA,-90.1120696,30.205062
4352,"Lake Pontchartrain, Louisiana",NA,NA,150,199,mm,standard length,NA,Cynoscion nebulosus,8,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,fish_larvae,NA,larvae,NA,NA,NA,-90.1120696,30.205062
4353,"Lake Pontchartrain, Louisiana",NA,NA,406,406,mm,standard length,NA,Cynoscion nebulosus,17,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,fish_larvae,NA,larvae,NA,NA,NA,-90.1120696,30.205062
4354,"Lake Pontchartrain, Louisiana",NA,NA,40,99,mm,standard length,NA,Cynoscion nebulosus,9,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,fish_remains,24.1,unknown,NA,NA,NA,-90.1120696,30.205062
4355,"Lake Pontchartrain, Louisiana",NA,NA,100,149,mm,standard length,NA,Cynoscion nebulosus,14,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,fish_remains,32.1,unknown,NA,NA,NA,-90.1120696,30.205062
4356,"Lake Pontchartrain, Louisiana",NA,NA,150,199,mm,standard length,NA,Cynoscion nebulosus,8,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,fish_remains,1.4,unknown,NA,NA,NA,-90.1120696,30.205062
4357,"Lake Pontchartrain, Louisiana",NA,NA,406,406,mm,standard length,NA,Cynoscion nebulosus,17,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,fish_remains,40.8,unknown,NA,NA,NA,-90.1120696,30.205062
4358,"Lake Pontchartrain, Louisiana",NA,NA,40,99,mm,standard length,NA,Cynoscion nebulosus,9,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,algae_filamentous,NA,unknown,NA,NA,NA,-90.1120696,30.205062
4359,"Lake Pontchartrain, Louisiana",NA,NA,100,149,mm,standard length,NA,Cynoscion nebulosus,14,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,algae_filamentous,NA,unknown,NA,NA,NA,-90.1120696,30.205062
4360,"Lake Pontchartrain, Louisiana",NA,NA,150,199,mm,standard length,NA,Cynoscion nebulosus,8,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,algae_filamentous,NA,unknown,NA,NA,NA,-90.1120696,30.205062
4361,"Lake Pontchartrain, Louisiana",NA,NA,406,406,mm,standard length,NA,Cynoscion nebulosus,17,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,algae_filamentous,0.8,unknown,NA,NA,NA,-90.1120696,30.205062
4362,"Lake Pontchartrain, Louisiana",NA,NA,40,99,mm,standard length,NA,Cynoscion nebulosus,9,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,vascular_plants,NA,unknown,NA,NA,NA,-90.1120696,30.205062
4363,"Lake Pontchartrain, Louisiana",NA,NA,100,149,mm,standard length,NA,Cynoscion nebulosus,14,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,vascular_plants,1.5,unknown,NA,NA,NA,-90.1120696,30.205062
4364,"Lake Pontchartrain, Louisiana",NA,NA,150,199,mm,standard length,NA,Cynoscion nebulosus,8,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,vascular_plants,1.7,unknown,NA,NA,NA,-90.1120696,30.205062
4365,"Lake Pontchartrain, Louisiana",NA,NA,406,406,mm,standard length,NA,Cynoscion nebulosus,17,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,vascular_plants,2.7,unknown,NA,NA,NA,-90.1120696,30.205062
4366,"Lake Pontchartrain, Louisiana",NA,NA,40,99,mm,standard length,NA,Cynoscion nebulosus,9,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,seeds,NA,unknown,NA,NA,NA,-90.1120696,30.205062
4367,"Lake Pontchartrain, Louisiana",NA,NA,100,149,mm,standard length,NA,Cynoscion nebulosus,14,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,seeds,NA,unknown,NA,NA,NA,-90.1120696,30.205062
4368,"Lake Pontchartrain, Louisiana",NA,NA,150,199,mm,standard length,NA,Cynoscion nebulosus,8,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,seeds,NA,unknown,NA,NA,NA,-90.1120696,30.205062
4369,"Lake Pontchartrain, Louisiana",NA,NA,406,406,mm,standard length,NA,Cynoscion nebulosus,17,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,seeds,NA,unknown,NA,NA,NA,-90.1120696,30.205062
4370,"Lake Pontchartrain, Louisiana",NA,NA,40,99,mm,standard length,NA,Cynoscion nebulosus,9,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,organic_mat_undet,8,unknown,NA,NA,NA,-90.1120696,30.205062
4371,"Lake Pontchartrain, Louisiana",NA,NA,100,149,mm,standard length,NA,Cynoscion nebulosus,14,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,organic_mat_undet,6.6,unknown,NA,NA,NA,-90.1120696,30.205062
4372,"Lake Pontchartrain, Louisiana",NA,NA,150,199,mm,standard length,NA,Cynoscion nebulosus,8,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,organic_mat_undet,6.6,unknown,NA,NA,NA,-90.1120696,30.205062
4373,"Lake Pontchartrain, Louisiana",NA,NA,406,406,mm,standard length,NA,Cynoscion nebulosus,17,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,organic_mat_undet,2,unknown,NA,NA,NA,-90.1120696,30.205062
4374,"Lake Pontchartrain, Louisiana",NA,NA,40,99,mm,standard length,NA,Cynoscion nebulosus,9,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,detritus,NA,unknown,NA,NA,NA,-90.1120696,30.205062
4375,"Lake Pontchartrain, Louisiana",NA,NA,100,149,mm,standard length,NA,Cynoscion nebulosus,14,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,detritus,T,unknown,NA,NA,NA,-90.1120696,30.205062
4376,"Lake Pontchartrain, Louisiana",NA,NA,150,199,mm,standard length,NA,Cynoscion nebulosus,8,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,detritus,1.7,unknown,NA,NA,NA,-90.1120696,30.205062
4377,"Lake Pontchartrain, Louisiana",NA,NA,406,406,mm,standard length,NA,Cynoscion nebulosus,17,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,detritus,0.8,unknown,NA,NA,NA,-90.1120696,30.205062
4378,"Lake Pontchartrain, Louisiana",NA,NA,40,99,mm,standard length,NA,Cynoscion nebulosus,9,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,sand,NA,unknown,NA,NA,NA,-90.1120696,30.205062
4379,"Lake Pontchartrain, Louisiana",NA,NA,100,149,mm,standard length,NA,Cynoscion nebulosus,14,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,sand,0.3,unknown,NA,NA,NA,-90.1120696,30.205062
4380,"Lake Pontchartrain, Louisiana",NA,NA,150,199,mm,standard length,NA,Cynoscion nebulosus,8,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,sand,NA,unknown,NA,NA,NA,-90.1120696,30.205062
4381,"Lake Pontchartrain, Louisiana",NA,NA,406,406,mm,standard length,NA,Cynoscion nebulosus,17,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,sand,0.3,unknown,NA,NA,NA,-90.1120696,30.205062
4382,"Lake Pontchartrain, Louisiana",NA,NA,40,99,mm,standard length,NA,Leiostomus xanthurus,18,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl9,NA,rotifera,2,unknown,NA,NA,NA,-90.1120696,30.205062
4383,"Lake Pontchartrain, Louisiana",NA,NA,100,149,mm,standard length,NA,Leiostomus xanthurus,28,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl9,NA,rotifera,NA,unknown,NA,NA,NA,-90.1120696,30.205062
4384,"Lake Pontchartrain, Louisiana",NA,NA,150,203,mm,standard length,NA,Leiostomus xanthurus,20,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl9,NA,rotifera,NA,unknown,NA,NA,NA,-90.1120696,30.205062
4385,"Lake Pontchartrain, Louisiana",NA,NA,40,99,mm,standard length,NA,Leiostomus xanthurus,18,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl9,NA,ostracoda,13.2,unknown,NA,NA,NA,-90.1120696,30.205062
4386,"Lake Pontchartrain, Louisiana",NA,NA,100,149,mm,standard length,NA,Leiostomus xanthurus,28,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl9,NA,ostracoda,0.6,unknown,NA,NA,NA,-90.1120696,30.205062
4387,"Lake Pontchartrain, Louisiana",NA,NA,150,203,mm,standard length,NA,Leiostomus xanthurus,20,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl9,NA,ostracoda,0.3,unknown,NA,NA,NA,-90.1120696,30.205062
4388,"Lake Pontchartrain, Louisiana",NA,NA,40,99,mm,standard length,NA,Leiostomus xanthurus,18,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl9,NA,copepoda_undet,6.2,unknown,NA,NA,NA,-90.1120696,30.205062
4389,"Lake Pontchartrain, Louisiana",NA,NA,100,149,mm,standard length,NA,Leiostomus xanthurus,28,NA,NA,lake,NA,percent volume,percent,Darnell,1958.00,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl9,NA,copepoda_undet,NA,unknown,NA,NA,NA,-90.1120696,30.205062
