"","fish_genus_species","predator_min_length","predator_max_length","predator_average_length","length_type","length_units","sample_size","start_year","start_month","start_day","end_year","end_month","end_day","habitat","measurement_type","measurement_units","author","year","journal","site_name","sampling_interval","citation","figure","fish_id","data_sorted_by","notes","prey_taxon","measurement","prey_stage","lon","lat"
"377","Hemibrycon brevispini","42","98",NA,"standard","mm","122","2011","7","1","2012","11","1","lotic","number","percent","Román-Valencia","2014","Caldasia","La Venada Creek, Colombia",NA,"Román-Valencia, C., & Taphorn, D. C. (2014). Trophic and reproductive ecology of a Neotropical characid fish Hemibrycon brevispini (Teleostei: Characiformes). Caldasia, 36(2), 289-304.","tbl2","20200115_roman_1",NA,"stage information included; lengths estimated from Figure 5","hydrophilidae_adult","0.11","adults","-75.7847","4.27482"
"378","Hemibrycon brevispini","42","98",NA,"standard","mm","122","2011","7","1","2012","11","1","lotic","volume","percent","Román-Valencia","2014","Caldasia","La Venada Creek, Colombia",NA,"Román-Valencia, C., & Taphorn, D. C. (2014). Trophic and reproductive ecology of a Neotropical characid fish Hemibrycon brevispini (Teleostei: Characiformes). Caldasia, 36(2), 289-304.","tbl2","20200115_roman_1",NA,"stage information included; lengths estimated from Figure 5","hydrophilidae_adult","0.26","adults","-75.7847","4.27482"
"379","Hemibrycon brevispini","42","98",NA,"standard","mm","122","2011","7","1","2012","11","1","lotic","number","percent","Román-Valencia","2014","Caldasia","La Venada Creek, Colombia",NA,"Román-Valencia, C., & Taphorn, D. C. (2014). Trophic and reproductive ecology of a Neotropical characid fish Hemibrycon brevispini (Teleostei: Characiformes). Caldasia, 36(2), 289-304.","tbl2","20200115_roman_1",NA,"stage information included; lengths estimated from Figure 5","ptilodactylidae_adult","0.22","adults","-75.7847","4.27482"
"380","Hemibrycon brevispini","42","98",NA,"standard","mm","122","2011","7","1","2012","11","1","lotic","volume","percent","Román-Valencia","2014","Caldasia","La Venada Creek, Colombia",NA,"Román-Valencia, C., & Taphorn, D. C. (2014). Trophic and reproductive ecology of a Neotropical characid fish Hemibrycon brevispini (Teleostei: Characiformes). Caldasia, 36(2), 289-304.","tbl2","20200115_roman_1",NA,"stage information included; lengths estimated from Figure 5","ptilodactylidae_adult","0.55","adults","-75.7847","4.27482"
"381","Hemibrycon brevispini","42","98",NA,"standard","mm","122","2011","7","1","2012","11","1","lotic","number","percent","Román-Valencia","2014","Caldasia","La Venada Creek, Colombia",NA,"Román-Valencia, C., & Taphorn, D. C. (2014). Trophic and reproductive ecology of a Neotropical characid fish Hemibrycon brevispini (Teleostei: Characiformes). Caldasia, 36(2), 289-304.","tbl2","20200115_roman_1",NA,"stage information included; lengths estimated from Figure 5","lampyridae_larvae","0.05","larvae","-75.7847","4.27482"
"382","Hemibrycon brevispini","42","98",NA,"standard","mm","122","2011","7","1","2012","11","1","lotic","volume","percent","Román-Valencia","2014","Caldasia","La Venada Creek, Colombia",NA,"Román-Valencia, C., & Taphorn, D. C. (2014). Trophic and reproductive ecology of a Neotropical characid fish Hemibrycon brevispini (Teleostei: Characiformes). Caldasia, 36(2), 289-304.","tbl2","20200115_roman_1",NA,"stage information included; lengths estimated from Figure 5","lampyridae_larvae","0.06","larvae","-75.7847","4.27482"
"383","Hemibrycon brevispini","42","98",NA,"standard","mm","122","2011","7","1","2012","11","1","lotic","number","percent","Román-Valencia","2014","Caldasia","La Venada Creek, Colombia",NA,"Román-Valencia, C., & Taphorn, D. C. (2014). Trophic and reproductive ecology of a Neotropical characid fish Hemibrycon brevispini (Teleostei: Characiformes). Caldasia, 36(2), 289-304.","tbl2","20200115_roman_1",NA,"stage information included; lengths estimated from Figure 5","gyrinidae_adult","0.02","adults","-75.7847","4.27482"
"384","Hemibrycon brevispini","42","98",NA,"standard","mm","122","2011","7","1","2012","11","1","lotic","volume","percent","Román-Valencia","2014","Caldasia","La Venada Creek, Colombia",NA,"Román-Valencia, C., & Taphorn, D. C. (2014). Trophic and reproductive ecology of a Neotropical characid fish Hemibrycon brevispini (Teleostei: Characiformes). Caldasia, 36(2), 289-304.","tbl2","20200115_roman_1",NA,"stage information included; lengths estimated from Figure 5","gyrinidae_adult","0.04","adults","-75.7847","4.27482"
"385","Hemibrycon brevispini","42","98",NA,"standard","mm","122","2011","7","1","2012","11","1","lotic","number","percent","Román-Valencia","2014","Caldasia","La Venada Creek, Colombia",NA,"Román-Valencia, C., & Taphorn, D. C. (2014). Trophic and reproductive ecology of a Neotropical characid fish Hemibrycon brevispini (Teleostei: Characiformes). Caldasia, 36(2), 289-304.","tbl2","20200115_roman_1",NA,"stage information included; lengths estimated from Figure 5","chrysomelidae_adult","0.05","adults","-75.7847","4.27482"
"386","Hemibrycon brevispini","42","98",NA,"standard","mm","122","2011","7","1","2012","11","1","lotic","volume","percent","Román-Valencia","2014","Caldasia","La Venada Creek, Colombia",NA,"Román-Valencia, C., & Taphorn, D. C. (2014). Trophic and reproductive ecology of a Neotropical characid fish Hemibrycon brevispini (Teleostei: Characiformes). Caldasia, 36(2), 289-304.","tbl2","20200115_roman_1",NA,"stage information included; lengths estimated from Figure 5","chrysomelidae_adult","0.39","adults","-75.7847","4.27482"
"387","Hemibrycon brevispini","42","98",NA,"standard","mm","122","2011","7","1","2012","11","1","lotic","number","percent","Román-Valencia","2014","Caldasia","La Venada Creek, Colombia",NA,"Román-Valencia, C., & Taphorn, D. C. (2014). Trophic and reproductive ecology of a Neotropical characid fish Hemibrycon brevispini (Teleostei: Characiformes). Caldasia, 36(2), 289-304.","tbl2","20200115_roman_1",NA,"stage information included; lengths estimated from Figure 5","ephemeroptera_baetidae_nymph","16.08","larvae","-75.7847","4.27482"
"388","Hemibrycon brevispini","42","98",NA,"standard","mm","122","2011","7","1","2012","11","1","lotic","volume","percent","Román-Valencia","2014","Caldasia","La Venada Creek, Colombia",NA,"Román-Valencia, C., & Taphorn, D. C. (2014). Trophic and reproductive ecology of a Neotropical characid fish Hemibrycon brevispini (Teleostei: Characiformes). Caldasia, 36(2), 289-304.","tbl2","20200115_roman_1",NA,"stage information included; lengths estimated from Figure 5","ephemeroptera_baetidae_nymph","13.43","larvae","-75.7847","4.27482"
"389","Hemibrycon brevispini","42","98",NA,"standard","mm","122","2011","7","1","2012","11","1","lotic","number","percent","Román-Valencia","2014","Caldasia","La Venada Creek, Colombia",NA,"Román-Valencia, C., & Taphorn, D. C. (2014). Trophic and reproductive ecology of a Neotropical characid fish Hemibrycon brevispini (Teleostei: Characiformes). Caldasia, 36(2), 289-304.","tbl2","20200115_roman_1",NA,"stage information included; lengths estimated from Figure 5","anisoptera_nymph","0.42","larvae","-75.7847","4.27482"
"390","Hemibrycon brevispini","42","98",NA,"standard","mm","122","2011","7","1","2012","11","1","lotic","volume","percent","Román-Valencia","2014","Caldasia","La Venada Creek, Colombia",NA,"Román-Valencia, C., & Taphorn, D. C. (2014). Trophic and reproductive ecology of a Neotropical characid fish Hemibrycon brevispini (Teleostei: Characiformes). Caldasia, 36(2), 289-304.","tbl2","20200115_roman_1",NA,"stage information included; lengths estimated from Figure 5","anisoptera_nymph","1.07","larvae","-75.7847","4.27482"
"391","Hemibrycon brevispini","42","98",NA,"standard","mm","122","2011","7","1","2012","11","1","lotic","number","percent","Román-Valencia","2014","Caldasia","La Venada Creek, Colombia",NA,"Román-Valencia, C., & Taphorn, D. C. (2014). Trophic and reproductive ecology of a Neotropical characid fish Hemibrycon brevispini (Teleostei: Characiformes). Caldasia, 36(2), 289-304.","tbl2","20200115_roman_1",NA,"stage information included; lengths estimated from Figure 5","zygoptera_nymph","0.11","larvae","-75.7847","4.27482"
"392","Hemibrycon brevispini","42","98",NA,"standard","mm","122","2011","7","1","2012","11","1","lotic","volume","percent","Román-Valencia","2014","Caldasia","La Venada Creek, Colombia",NA,"Román-Valencia, C., & Taphorn, D. C. (2014). Trophic and reproductive ecology of a Neotropical characid fish Hemibrycon brevispini (Teleostei: Characiformes). Caldasia, 36(2), 289-304.","tbl2","20200115_roman_1",NA,"stage information included; lengths estimated from Figure 5","zygoptera_nymph","0.53","larvae","-75.7847","4.27482"
"393","Hemibrycon brevispini","42","98",NA,"standard","mm","122","2011","7","1","2012","11","1","lotic","number","percent","Román-Valencia","2014","Caldasia","La Venada Creek, Colombia",NA,"Román-Valencia, C., & Taphorn, D. C. (2014). Trophic and reproductive ecology of a Neotropical characid fish Hemibrycon brevispini (Teleostei: Characiformes). Caldasia, 36(2), 289-304.","tbl2","20200115_roman_1",NA,"stage information included; lengths estimated from Figure 5","hydropsychidae_larvae","1.97","larvae","-75.7847","4.27482"
"394","Hemibrycon brevispini","42","98",NA,"standard","mm","122","2011","7","1","2012","11","1","lotic","volume","percent","Román-Valencia","2014","Caldasia","La Venada Creek, Colombia",NA,"Román-Valencia, C., & Taphorn, D. C. (2014). Trophic and reproductive ecology of a Neotropical characid fish Hemibrycon brevispini (Teleostei: Characiformes). Caldasia, 36(2), 289-304.","tbl2","20200115_roman_1",NA,"stage information included; lengths estimated from Figure 5","hydropsychidae_larvae","6.13","larvae","-75.7847","4.27482"
"395","Hemibrycon brevispini","42","98",NA,"standard","mm","122","2011","7","1","2012","11","1","lotic","number","percent","Román-Valencia","2014","Caldasia","La Venada Creek, Colombia",NA,"Román-Valencia, C., & Taphorn, D. C. (2014). Trophic and reproductive ecology of a Neotropical characid fish Hemibrycon brevispini (Teleostei: Characiformes). Caldasia, 36(2), 289-304.","tbl2","20200115_roman_1",NA,"stage information included; lengths estimated from Figure 5","helicopsychidae_larvae","0.05","larvae","-75.7847","4.27482"
"396","Hemibrycon brevispini","42","98",NA,"standard","mm","122","2011","7","1","2012","11","1","lotic","volume","percent","Román-Valencia","2014","Caldasia","La Venada Creek, Colombia",NA,"Román-Valencia, C., & Taphorn, D. C. (2014). Trophic and reproductive ecology of a Neotropical characid fish Hemibrycon brevispini (Teleostei: Characiformes). Caldasia, 36(2), 289-304.","tbl2","20200115_roman_1",NA,"stage information included; lengths estimated from Figure 5","helicopsychidae_larvae","0.13","larvae","-75.7847","4.27482"
"397","Hemibrycon brevispini","42","98",NA,"standard","mm","122","2011","7","1","2012","11","1","lotic","number","percent","Román-Valencia","2014","Caldasia","La Venada Creek, Colombia",NA,"Román-Valencia, C., & Taphorn, D. C. (2014). Trophic and reproductive ecology of a Neotropical characid fish Hemibrycon brevispini (Teleostei: Characiformes). Caldasia, 36(2), 289-304.","tbl2","20200115_roman_1",NA,"stage information included; lengths estimated from Figure 5","hydrobiosidae_larvae","0.11","larvae","-75.7847","4.27482"
"398","Hemibrycon brevispini","42","98",NA,"standard","mm","122","2011","7","1","2012","11","1","lotic","volume","percent","Román-Valencia","2014","Caldasia","La Venada Creek, Colombia",NA,"Román-Valencia, C., & Taphorn, D. C. (2014). Trophic and reproductive ecology of a Neotropical characid fish Hemibrycon brevispini (Teleostei: Characiformes). Caldasia, 36(2), 289-304.","tbl2","20200115_roman_1",NA,"stage information included; lengths estimated from Figure 5","hydrobiosidae_larvae","0.52","larvae","-75.7847","4.27482"
"399","Hemibrycon brevispini","42","98",NA,"standard","mm","122","2011","7","1","2012","11","1","lotic","number","percent","Román-Valencia","2014","Caldasia","La Venada Creek, Colombia",NA,"Román-Valencia, C., & Taphorn, D. C. (2014). Trophic and reproductive ecology of a Neotropical characid fish Hemibrycon brevispini (Teleostei: Characiformes). Caldasia, 36(2), 289-304.","tbl2","20200115_roman_1",NA,"stage information included; lengths estimated from Figure 5","lepidoptera_adult","0.19","adults","-75.7847","4.27482"
"400","Hemibrycon brevispini","42","98",NA,"standard","mm","122","2011","7","1","2012","11","1","lotic","volume","percent","Román-Valencia","2014","Caldasia","La Venada Creek, Colombia",NA,"Román-Valencia, C., & Taphorn, D. C. (2014). Trophic and reproductive ecology of a Neotropical characid fish Hemibrycon brevispini (Teleostei: Characiformes). Caldasia, 36(2), 289-304.","tbl2","20200115_roman_1",NA,"stage information included; lengths estimated from Figure 5","lepidoptera_adult","0.58","adults","-75.7847","4.27482"
"401","Hemibrycon brevispini","42","98",NA,"standard","mm","122","2011","7","1","2012","11","1","lotic","number","percent","Román-Valencia","2014","Caldasia","La Venada Creek, Colombia",NA,"Román-Valencia, C., & Taphorn, D. C. (2014). Trophic and reproductive ecology of a Neotropical characid fish Hemibrycon brevispini (Teleostei: Characiformes). Caldasia, 36(2), 289-304.","tbl2","20200115_roman_1",NA,"stage information included; lengths estimated from Figure 5","miriapoda_diplopoda_adult","0.19","adults","-75.7847","4.27482"
"402","Hemibrycon brevispini","42","98",NA,"standard","mm","122","2011","7","1","2012","11","1","lotic","volume","percent","Román-Valencia","2014","Caldasia","La Venada Creek, Colombia",NA,"Román-Valencia, C., & Taphorn, D. C. (2014). Trophic and reproductive ecology of a Neotropical characid fish Hemibrycon brevispini (Teleostei: Characiformes). Caldasia, 36(2), 289-304.","tbl2","20200115_roman_1",NA,"stage information included; lengths estimated from Figure 5","miriapoda_diplopoda_adult","0.63","adults","-75.7847","4.27482"
"403","Hemibrycon brevispini","42","98",NA,"standard","mm","122","2011","7","1","2012","11","1","lotic","number","percent","Román-Valencia","2014","Caldasia","La Venada Creek, Colombia",NA,"Román-Valencia, C., & Taphorn, D. C. (2014). Trophic and reproductive ecology of a Neotropical characid fish Hemibrycon brevispini (Teleostei: Characiformes). Caldasia, 36(2), 289-304.","tbl2","20200115_roman_1",NA,"stage information included; lengths estimated from Figure 5","crustacea_isopoda_adult","0.14","adults","-75.7847","4.27482"
"404","Hemibrycon brevispini","42","98",NA,"standard","mm","122","2011","7","1","2012","11","1","lotic","volume","percent","Román-Valencia","2014","Caldasia","La Venada Creek, Colombia",NA,"Román-Valencia, C., & Taphorn, D. C. (2014). Trophic and reproductive ecology of a Neotropical characid fish Hemibrycon brevispini (Teleostei: Characiformes). Caldasia, 36(2), 289-304.","tbl2","20200115_roman_1",NA,"stage information included; lengths estimated from Figure 5","crustacea_isopoda_adult","0.39","adults","-75.7847","4.27482"
"405","Hemibrycon brevispini","42","98",NA,"standard","mm","122","2011","7","1","2012","11","1","lotic","number","percent","Román-Valencia","2014","Caldasia","La Venada Creek, Colombia",NA,"Román-Valencia, C., & Taphorn, D. C. (2014). Trophic and reproductive ecology of a Neotropical characid fish Hemibrycon brevispini (Teleostei: Characiformes). Caldasia, 36(2), 289-304.","tbl2","20200115_roman_1",NA,"stage information included; lengths estimated from Figure 5","arachnida_araneae_adult","0.05","adults","-75.7847","4.27482"
"406","Hemibrycon brevispini","42","98",NA,"standard","mm","122","2011","7","1","2012","11","1","lotic","volume","percent","Román-Valencia","2014","Caldasia","La Venada Creek, Colombia",NA,"Román-Valencia, C., & Taphorn, D. C. (2014). Trophic and reproductive ecology of a Neotropical characid fish Hemibrycon brevispini (Teleostei: Characiformes). Caldasia, 36(2), 289-304.","tbl2","20200115_roman_1",NA,"stage information included; lengths estimated from Figure 5","arachnida_araneae_adult","0.09","adults","-75.7847","4.27482"
"407","Hemibrycon brevispini","42","98",NA,"standard","mm","122","2011","7","1","2012","11","1","lotic","number","percent","Román-Valencia","2014","Caldasia","La Venada Creek, Colombia",NA,"Román-Valencia, C., & Taphorn, D. C. (2014). Trophic and reproductive ecology of a Neotropical characid fish Hemibrycon brevispini (Teleostei: Characiformes). Caldasia, 36(2), 289-304.","tbl2","20200115_roman_1",NA,"stage information included; lengths estimated from Figure 5","nematoda_parasite","0.33","unknown","-75.7847","4.27482"
"408","Hemibrycon brevispini","42","98",NA,"standard","mm","122","2011","7","1","2012","11","1","lotic","volume","percent","Román-Valencia","2014","Caldasia","La Venada Creek, Colombia",NA,"Román-Valencia, C., & Taphorn, D. C. (2014). Trophic and reproductive ecology of a Neotropical characid fish Hemibrycon brevispini (Teleostei: Characiformes). Caldasia, 36(2), 289-304.","tbl2","20200115_roman_1",NA,"stage information included; lengths estimated from Figure 5","nematoda_parasite","1.45","unknown","-75.7847","4.27482"
"409","Hemibrycon brevispini","42","98",NA,"standard","mm","122","2011","7","1","2012","11","1","lotic","number","percent","Román-Valencia","2014","Caldasia","La Venada Creek, Colombia",NA,"Román-Valencia, C., & Taphorn, D. C. (2014). Trophic and reproductive ecology of a Neotropical characid fish Hemibrycon brevispini (Teleostei: Characiformes). Caldasia, 36(2), 289-304.","tbl2","20200115_roman_1",NA,"stage information included; lengths estimated from Figure 5","gastropoda","0.02","unknown","-75.7847","4.27482"
"410","Hemibrycon brevispini","42","98",NA,"standard","mm","122","2011","7","1","2012","11","1","lotic","volume","percent","Román-Valencia","2014","Caldasia","La Venada Creek, Colombia",NA,"Román-Valencia, C., & Taphorn, D. C. (2014). Trophic and reproductive ecology of a Neotropical characid fish Hemibrycon brevispini (Teleostei: Characiformes). Caldasia, 36(2), 289-304.","tbl2","20200115_roman_1",NA,"stage information included; lengths estimated from Figure 5","gastropoda","0.24","unknown","-75.7847","4.27482"
"411","Hemibrycon brevispini","42","98",NA,"standard","mm","122","2011","7","1","2012","11","1","lotic","number","percent","Román-Valencia","2014","Caldasia","La Venada Creek, Colombia",NA,"Román-Valencia, C., & Taphorn, D. C. (2014). Trophic and reproductive ecology of a Neotropical characid fish Hemibrycon brevispini (Teleostei: Characiformes). Caldasia, 36(2), 289-304.","tbl2","20200115_roman_1",NA,"stage information included; lengths estimated from Figure 5","seeds","2.08","unknown","-75.7847","4.27482"
"412","Hemibrycon brevispini","42","98",NA,"standard","mm","122","2011","7","1","2012","11","1","lotic","volume","percent","Román-Valencia","2014","Caldasia","La Venada Creek, Colombia",NA,"Román-Valencia, C., & Taphorn, D. C. (2014). Trophic and reproductive ecology of a Neotropical characid fish Hemibrycon brevispini (Teleostei: Characiformes). Caldasia, 36(2), 289-304.","tbl2","20200115_roman_1",NA,"stage information included; lengths estimated from Figure 5","seeds","1.3","unknown","-75.7847","4.27482"
"413","Hemibrycon brevispini","42","98",NA,"standard","mm","122","2011","7","1","2012","11","1","lotic","number","percent","Román-Valencia","2014","Caldasia","La Venada Creek, Colombia",NA,"Román-Valencia, C., & Taphorn, D. C. (2014). Trophic and reproductive ecology of a Neotropical characid fish Hemibrycon brevispini (Teleostei: Characiformes). Caldasia, 36(2), 289-304.","tbl2","20200115_roman_1",NA,"stage information included; lengths estimated from Figure 5","vegetative_tissue","0.16","unknown","-75.7847","4.27482"
"414","Hemibrycon brevispini","42","98",NA,"standard","mm","122","2011","7","1","2012","11","1","lotic","volume","percent","Román-Valencia","2014","Caldasia","La Venada Creek, Colombia",NA,"Román-Valencia, C., & Taphorn, D. C. (2014). Trophic and reproductive ecology of a Neotropical characid fish Hemibrycon brevispini (Teleostei: Characiformes). Caldasia, 36(2), 289-304.","tbl2","20200115_roman_1",NA,"stage information included; lengths estimated from Figure 5","vegetative_tissue","0.88","unknown","-75.7847","4.27482"
"415","Hemibrycon brevispini","42","98",NA,"standard","mm","122","2011","7","1","2012","11","1","lotic","number","percent","Román-Valencia","2014","Caldasia","La Venada Creek, Colombia",NA,"Román-Valencia, C., & Taphorn, D. C. (2014). Trophic and reproductive ecology of a Neotropical characid fish Hemibrycon brevispini (Teleostei: Characiformes). Caldasia, 36(2), 289-304.","tbl2","20200115_roman_1",NA,"stage information included; lengths estimated from Figure 5","pteridophyta","0.02","unknown","-75.7847","4.27482"
"416","Hemibrycon brevispini","42","98",NA,"standard","mm","122","2011","7","1","2012","11","1","lotic","volume","percent","Román-Valencia","2014","Caldasia","La Venada Creek, Colombia",NA,"Román-Valencia, C., & Taphorn, D. C. (2014). Trophic and reproductive ecology of a Neotropical characid fish Hemibrycon brevispini (Teleostei: Characiformes). Caldasia, 36(2), 289-304.","tbl2","20200115_roman_1",NA,"stage information included; lengths estimated from Figure 5","pteridophyta","0.04","unknown","-75.7847","4.27482"
"417","Hemibrycon brevispini","42","98",NA,"standard","mm","122","2011","7","1","2012","11","1","lotic","number","percent","Román-Valencia","2014","Caldasia","La Venada Creek, Colombia",NA,"Román-Valencia, C., & Taphorn, D. C. (2014). Trophic and reproductive ecology of a Neotropical characid fish Hemibrycon brevispini (Teleostei: Characiformes). Caldasia, 36(2), 289-304.","tbl2","20200115_roman_1",NA,"stage information included; lengths estimated from Figure 5","cyanophyceae_oscillatoria_sp","-","unknown","-75.7847","4.27482"
"418","Hemibrycon brevispini","42","98",NA,"standard","mm","122","2011","7","1","2012","11","1","lotic","volume","percent","Román-Valencia","2014","Caldasia","La Venada Creek, Colombia",NA,"Román-Valencia, C., & Taphorn, D. C. (2014). Trophic and reproductive ecology of a Neotropical characid fish Hemibrycon brevispini (Teleostei: Characiformes). Caldasia, 36(2), 289-304.","tbl2","20200115_roman_1",NA,"stage information included; lengths estimated from Figure 5","cyanophyceae_oscillatoria_sp","1.66","unknown","-75.7847","4.27482"
"419","Hemibrycon brevispini","42","98",NA,"standard","mm","122","2011","7","1","2012","11","1","lotic","number","percent","Román-Valencia","2014","Caldasia","La Venada Creek, Colombia",NA,"Román-Valencia, C., & Taphorn, D. C. (2014). Trophic and reproductive ecology of a Neotropical characid fish Hemibrycon brevispini (Teleostei: Characiformes). Caldasia, 36(2), 289-304.","tbl2","20200115_roman_1",NA,"stage information included; lengths estimated from Figure 5","feather","0.14","unknown","-75.7847","4.27482"
"420","Hemibrycon brevispini","42","98",NA,"standard","mm","122","2011","7","1","2012","11","1","lotic","volume","percent","Román-Valencia","2014","Caldasia","La Venada Creek, Colombia",NA,"Román-Valencia, C., & Taphorn, D. C. (2014). Trophic and reproductive ecology of a Neotropical characid fish Hemibrycon brevispini (Teleostei: Characiformes). Caldasia, 36(2), 289-304.","tbl2","20200115_roman_1",NA,"stage information included; lengths estimated from Figure 5","feather","0.29","unknown","-75.7847","4.27482"
"421","Hemibrycon brevispini","42","98",NA,"standard","mm","122","2011","7","1","2012","11","1","lotic","number","percent","Román-Valencia","2014","Caldasia","La Venada Creek, Colombia",NA,"Román-Valencia, C., & Taphorn, D. C. (2014). Trophic and reproductive ecology of a Neotropical characid fish Hemibrycon brevispini (Teleostei: Characiformes). Caldasia, 36(2), 289-304.","tbl2","20200115_roman_1",NA,"stage information included; lengths estimated from Figure 5","oocytes","0.25","unknown","-75.7847","4.27482"
"422","Hemibrycon brevispini","42","98",NA,"standard","mm","122","2011","7","1","2012","11","1","lotic","volume","percent","Román-Valencia","2014","Caldasia","La Venada Creek, Colombia",NA,"Román-Valencia, C., & Taphorn, D. C. (2014). Trophic and reproductive ecology of a Neotropical characid fish Hemibrycon brevispini (Teleostei: Characiformes). Caldasia, 36(2), 289-304.","tbl2","20200115_roman_1",NA,"stage information included; lengths estimated from Figure 5","oocytes","0.16","unknown","-75.7847","4.27482"
"423","Hemibrycon brevispini","42","98",NA,"standard","mm","122","2011","7","1","2012","11","1","lotic","number","percent","Román-Valencia","2014","Caldasia","La Venada Creek, Colombia",NA,"Román-Valencia, C., & Taphorn, D. C. (2014). Trophic and reproductive ecology of a Neotropical characid fish Hemibrycon brevispini (Teleostei: Characiformes). Caldasia, 36(2), 289-304.","tbl2","20200115_roman_1",NA,"stage information included; lengths estimated from Figure 5","scales","0.02","unknown","-75.7847","4.27482"
"424","Hemibrycon brevispini","42","98",NA,"standard","mm","122","2011","7","1","2012","11","1","lotic","volume","percent","Román-Valencia","2014","Caldasia","La Venada Creek, Colombia",NA,"Román-Valencia, C., & Taphorn, D. C. (2014). Trophic and reproductive ecology of a Neotropical characid fish Hemibrycon brevispini (Teleostei: Characiformes). Caldasia, 36(2), 289-304.","tbl2","20200115_roman_1",NA,"stage information included; lengths estimated from Figure 5","scales","0.06","unknown","-75.7847","4.27482"
"425","Hemibrycon brevispini","42","98",NA,"standard","mm","122","2011","7","1","2012","11","1","lotic","number","percent","Román-Valencia","2014","Caldasia","La Venada Creek, Colombia",NA,"Román-Valencia, C., & Taphorn, D. C. (2014). Trophic and reproductive ecology of a Neotropical characid fish Hemibrycon brevispini (Teleostei: Characiformes). Caldasia, 36(2), 289-304.","tbl2","20200115_roman_1",NA,"stage information included; lengths estimated from Figure 5","dyctioptera_ootheca","0.02","unknown","-75.7847","4.27482"
"426","Hemibrycon brevispini","42","98",NA,"standard","mm","122","2011","7","1","2012","11","1","lotic","volume","percent","Román-Valencia","2014","Caldasia","La Venada Creek, Colombia",NA,"Román-Valencia, C., & Taphorn, D. C. (2014). Trophic and reproductive ecology of a Neotropical characid fish Hemibrycon brevispini (Teleostei: Characiformes). Caldasia, 36(2), 289-304.","tbl2","20200115_roman_1",NA,"stage information included; lengths estimated from Figure 5","dyctioptera_ootheca","0.06","unknown","-75.7847","4.27482"
"427","Hemibrycon brevispini","42","98",NA,"standard","mm","122","2011","7","1","2012","11","1","lotic","number","percent","Román-Valencia","2014","Caldasia","La Venada Creek, Colombia",NA,"Román-Valencia, C., & Taphorn, D. C. (2014). Trophic and reproductive ecology of a Neotropical characid fish Hemibrycon brevispini (Teleostei: Characiformes). Caldasia, 36(2), 289-304.","tbl2","20200115_roman_1",NA,"stage information included; lengths estimated from Figure 5","rocks","0.87","unknown","-75.7847","4.27482"
"428","Hemibrycon brevispini","42","98",NA,"standard","mm","122","2011","7","1","2012","11","1","lotic","volume","percent","Román-Valencia","2014","Caldasia","La Venada Creek, Colombia",NA,"Román-Valencia, C., & Taphorn, D. C. (2014). Trophic and reproductive ecology of a Neotropical characid fish Hemibrycon brevispini (Teleostei: Characiformes). Caldasia, 36(2), 289-304.","tbl2","20200115_roman_1",NA,"stage information included; lengths estimated from Figure 5","rocks","0.57","unknown","-75.7847","4.27482"
"429","Barbus aeneus","<30",">40",NA,NA,"cm","86","1984","4","1","1984","5","1","lentic","weight","percent","Dorgeloh","1994","Water SA","Sterkfontein Dam, South Africa","monthly","Dorgeloh, W. G. (1994). Diet and food selection of Barbus aeneus, Clarias gariepinus and Oncorhynchus mykiss in a clear man-made lake, South Africa. Water SA, 20(1), 91-98.","tbl1","20200115_dorgeloh_1","season averaged across fish size","looked up seasons on google. Authors mentioned ""autumn"" and ""fall"", etc, but did not list months that include those seasons","zooplankton","4.7","unknown","29.0228","-28.4484"
"430","Barbus aeneus","<30",">40",NA,NA,"cm","76","1984","6","1","1984","8","1","lentic","weight","percent","Dorgeloh","1994","Water SA","Sterkfontein Dam, South Africa","monthly","Dorgeloh, W. G. (1994). Diet and food selection of Barbus aeneus, Clarias gariepinus and Oncorhynchus mykiss in a clear man-made lake, South Africa. Water SA, 20(1), 91-98.","tbl1","20200115_dorgeloh_2","season averaged across fish size","looked up seasons on google. Authors mentioned ""autumn"" and ""fall"", etc, but did not list months that include those seasons","zooplankton","8.7","unknown","29.0228","-28.4484"
"431","Barbus aeneus","<30",">40",NA,NA,"cm","56","1984","9","1","1984","11","1","lentic","weight","percent","Dorgeloh","1994","Water SA","Sterkfontein Dam, South Africa","monthly","Dorgeloh, W. G. (1994). Diet and food selection of Barbus aeneus, Clarias gariepinus and Oncorhynchus mykiss in a clear man-made lake, South Africa. Water SA, 20(1), 91-98.","tbl1","20200115_dorgeloh_3","season averaged across fish size","looked up seasons on google. Authors mentioned ""autumn"" and ""fall"", etc, but did not list months that include those seasons","zooplankton","10","unknown","29.0228","-28.4484"
"432","Barbus aeneus","<30",">40",NA,NA,"cm","68","1984","12","1","1984","3","1","lentic","weight","percent","Dorgeloh","1994","Water SA","Sterkfontein Dam, South Africa","monthly","Dorgeloh, W. G. (1994). Diet and food selection of Barbus aeneus, Clarias gariepinus and Oncorhynchus mykiss in a clear man-made lake, South Africa. Water SA, 20(1), 91-98.","tbl1","20200115_dorgeloh_4","season averaged across fish size","looked up seasons on google. Authors mentioned ""autumn"" and ""fall"", etc, but did not list months that include those seasons","zooplankton","5.7","unknown","29.0228","-28.4484"
